id,profession,gender,pred_class_idx,pred_label,pred_prob_original,pred_prob_erased,faithfulness,tokens_erased,n_tokens_erased
702,professor,M,0,professor,0.9901,0.9638,0.0263,"chicago, published, tachycardias, cardiology, fellow",5
71994,journalist,F,4,journalist,0.9986,0.9989,-0.0003,"publications, indigenous, both, variety, mail",5
29015,attorney,F,2,attorney,0.9996,0.9996,-0.0,"counsel, law, as, serves, matters",5
93020,professor,M,0,professor,0.9998,0.9996,0.0003,"tufts, joining, prior, harvard, microfluidic",5
24289,professor,F,0,professor,0.9995,0.9969,0.0025,"she, bachelor, princeton, grant, faculty",5
85541,professor,F,0,professor,0.9991,0.9971,0.002,"scholar, papers, scholarly, internationally, nationally",5
42719,professor,M,0,professor,0.999,0.883,0.116,"doctorate, received, sociolinguistics, linguistics, university",5
50174,architect,F,10,architect,0.9984,0.8954,0.103,"architecture, architects, documenting, heinrich, architecture",5
14729,psychologist,M,6,psychologist,0.9943,0.0341,0.9602,"psychopathology, interventions, evaluated, developmental, educational",5
84291,physician,M,1,physician,0.9678,0.4673,0.5005,"professor, member, association, carolina, medical",5
11815,journalist,F,4,journalist,0.9943,0.9843,0.0101,"columns, who, being, published, com",5
65795,professor,F,0,professor,0.9996,0.9993,0.0003,"minnesota, research, reviewer, university, teaches",5
70364,professor,F,0,professor,0.994,0.2329,0.7611,"research, ph, main, her, interests",5
22347,journalist,F,4,journalist,0.9985,0.3638,0.6347,"australian, cover, media, rules, football",5
39122,professor,F,0,professor,0.9942,0.9413,0.0529,"she, has, lecturer, the, at",5
31046,model,F,12,model,0.9994,0.9154,0.0839,"photoshoots, professionalism, modeling, her, photoshoot",5
33201,professor,F,0,professor,0.9995,0.9993,0.0003,"areas, ph, program, her, research",5
34406,physician,M,1,physician,0.9015,0.8985,0.003,"medicine, harrell, trained, graduate, health",5
74946,professor,M,0,professor,0.8321,0.0587,0.7734,"interests, community, his, system, in",5
84715,architect,F,10,architect,0.9959,0.1961,0.7998,"architect, the, the, london, dover",5
11351,painter,M,11,painter,0.7549,0.0329,0.7219,"exhibition, studio, art, public, at",5
436,physician,M,1,physician,0.9949,0.9973,-0.0024,"medicine, graduate, medicine, saporito, dr",5
6302,physician,M,1,physician,0.5759,0.0298,0.5461,"2002, clinic, there, medical, patients",5
72269,physician,M,1,physician,0.8956,0.1603,0.7353,"medicine, university, program, medical, michigan",5
24338,journalist,F,4,journalist,0.9978,0.9864,0.0113,"journalist, times, bbc, print, covering",5
55848,dentist,M,8,dentist,0.9885,0.9681,0.0204,"dr, patients, gave, rating, him",5
79663,journalist,F,4,journalist,0.9249,0.6638,0.261,"her, broken, wildlife, india, book",5
50546,nurse,F,5,nurse,0.9992,0.0105,0.9887,"nursing, degree, clinical, degree, opportunity",5
19540,physician,M,1,physician,0.8924,0.9606,-0.0682,"medicine, medical, dr, at, school",5
30143,professor,M,0,professor,0.9985,0.5607,0.4378,"previously, mailman, consultant, editor, an",5
88326,professor,F,0,professor,0.9643,0.4624,0.5019,"research, focuses, her, nurse, students",5
42175,professor,F,0,professor,0.9995,0.9991,0.0004,"ethnographic, research, ethnography, her, research",5
16410,nurse,F,5,nurse,0.9997,0.82,0.1798,"nurse, experiences, practitioner, 2013, in",5
16813,accountant,F,16,accountant,0.9973,0.0127,0.9846,"accounts, aged, works, mainly, receivables",5
2321,architect,F,10,architect,0.9812,0.7886,0.1926,"implementations, automotive, global, sap, sap",5
61142,physician,F,1,physician,0.9827,0.9364,0.0463,"medicine, at, dr, of, baylor",5
52916,attorney,M,2,attorney,0.9988,0.9995,-0.0007,"counsel, nwirp, practice, immigration, representing",5
53976,professor,M,0,professor,0.999,0.9367,0.0623,"faculty, he, missouri, joining, january",5
51899,photographer,F,3,photographer,0.9976,0.6196,0.378,"photo, fame, impressive, attempted, her",5
47145,surgeon,M,9,surgeon,0.6667,0.2626,0.404,"he, focused, surgery, surgery, several",5
75696,professor,M,0,professor,0.8129,0.654,0.1589,"department, at, sabbatical, research, associate",5
94259,professor,M,0,professor,0.9997,0.9996,0.0,"ph, rhetoric, published, journals, university",5
46960,journalist,M,4,journalist,0.9991,0.9952,0.004,"reported, publications, from, times, globalpost",5
93000,attorney,M,2,attorney,0.9986,0.9992,-0.0007,"bar, law, practiced, law, law",5
46505,professor,M,0,professor,0.9989,0.9974,0.0014,"multidisciplinary, lab, developing, currently, chemoproteomic",5
68349,physician,F,1,physician,0.9659,0.9732,-0.0074,"medicine, graduate, health, dr, interests",5
42600,physician,F,1,physician,0.9998,0.9015,0.0983,"practices, medicine, charleston, in, medical",5
30588,professor,F,0,professor,0.9972,0.9963,0.0009,"journalism, mfa, nonfiction, fellowship, meta",5
40257,professor,F,0,professor,0.9993,0.1709,0.8284,"dyslipidemia, dr, academia, pharmacy, doctorate",5
66822,accountant,M,16,accountant,0.9984,0.447,0.5514,"financial, finance, positions, director, he",5
41479,physician,M,1,physician,0.9996,0.9931,0.0065,"no, degree, his, southside, medical",5
22425,accountant,M,16,accountant,0.9982,0.0304,0.9678,"accountants, financial, accounts, public, pennsylvania",5
11945,attorney,M,2,attorney,0.6567,0.9048,-0.2481,"attain, volunteer, officio, member, activities",5
89703,attorney,F,2,attorney,0.9996,0.9996,-0.0,"matters, reinsurance, insurance, reinsurance, she",5
85218,filmmaker,M,14,filmmaker,0.9926,0.9906,0.002,"film, film, tribeca, feature, first",5
51511,composer,M,17,composer,0.9968,0.9572,0.0396,"composing, mastering, he, producing, years",5
47791,software engineer,M,15,software engineer,0.8911,0.1496,0.7416,"intel, hosting, roles, development, web",5
45238,attorney,M,2,attorney,0.9997,0.9986,0.0011,"represents, clients, businesses, disputes, he",5
79600,filmmaker,M,14,filmmaker,0.9861,0.9379,0.0482,"filmmaker, film, documentary, working, as",5
66457,professor,M,0,professor,0.9777,0.947,0.0307,"research, dr, musculoskeletal, osteoporosis, algorithms",5
19907,physician,F,1,physician,0.9995,0.999,0.0006,"0101233200, 1821027434, dr, professional, credentials",5
25606,journalist,F,4,journalist,0.7239,0.4667,0.2572,"bikepsych, book, longtime, lives, rides",5
46063,filmmaker,F,14,filmmaker,0.9941,0.9846,0.0095,"documentaries, videos, films, been, films",5
82848,attorney,M,2,attorney,0.9996,0.9997,-0.0001,"sandra, prosecuting, attorney, associate, works",5
57242,journalist,M,4,journalist,0.9983,0.464,0.5343,"journalists, other, surprise, contact, keep",5
29759,surgeon,M,9,surgeon,0.9917,0.2299,0.7618,"surgery, university, plastic, surgery, plastic",5
28025,professor,F,0,professor,0.9997,0.9995,0.0002,"doctorate, earned, she, research, studies",5
2878,nurse,F,5,nurse,0.9997,0.8995,0.1002,"nurse, graduated, honors, experiences, practitioner",5
36532,dietitian,F,18,dietitian,0.9985,0.0237,0.9748,"dietitian, nutrition, registered, experiences, 1999",5
94939,surgeon,M,9,surgeon,0.999,0.9988,0.0002,"medicine, graduated, indiana, dr, dr",5
85031,photographer,F,3,photographer,0.9981,0.9831,0.0149,"portraits, portraiture, photographer, the, sees",5
29515,photographer,M,3,photographer,0.9977,0.1195,0.8782,"photography, photography, studied, gopalpur, photography",5
60123,nurse,M,5,nurse,0.991,0.0736,0.9174,"nursing, and, masters, presented, australian",5
87861,physician,M,1,physician,0.8732,0.6376,0.2356,"medical, st, degree, medical, center",5
7856,poet,M,13,poet,0.9946,0.984,0.0106,"poetry, poetry, poetry, born, writing",5
6655,surgeon,M,9,surgeon,0.5169,0.045,0.4719,"aneurysm, medical, endarterectomy, thoracoabdominal, dr",5
85177,nurse,F,5,nurse,0.4586,0.0454,0.4132,"she, myelopathy, myelopathy, patients, matters",5
43831,professor,M,0,professor,0.9993,0.9987,0.0006,"undergraduate, ph, major, master¹s, phd",5
30012,dentist,M,8,dentist,0.9981,0.3456,0.6525,"dentists, dn19353, 78, florida, medical",5
56328,physician,M,1,physician,0.8978,0.1644,0.7334,"medicine, certified, physical, rehabilitation, examiner",5
29403,professor,F,0,professor,0.9931,0.9763,0.0168,"oncoplastic, also, she, cerrahpasa, is",5
95197,photographer,M,3,photographer,0.9928,0.9926,0.0002,"photographs, photographs, where, from, national",5
89401,professor,M,0,professor,0.9994,0.9995,-0.0001,"university, author, studies, ortiz, taught",5
51435,professor,M,0,professor,0.9994,0.9989,0.0005,"mit, primary, research, phenomenological, 2001",5
52937,psychologist,M,6,psychologist,0.9987,0.9949,0.0038,"depression, following, stress, management, expertise",5
29236,professor,M,0,professor,0.9997,0.0443,0.9553,"faculty, specializes, university, prior, undergraduates",5
34825,dentist,M,8,dentist,0.9885,0.8359,0.1526,"practising, lybrate, he, com, at",5
78327,attorney,M,2,attorney,0.9905,0.1035,0.887,"school, soccer, law, university, chicago",5
93723,professor,M,0,professor,0.9959,0.9969,-0.0009,"research, british, interest, he, has",5
75691,professor,M,0,professor,0.9604,0.6069,0.3535,"doctoral, 2005, his, directs, faculty",5
92636,physician,F,1,physician,0.9991,0.9983,0.0008,"medicine, medicine, medicine, kuang, clementi",5
31199,dentist,F,8,dentist,0.9987,0.9924,0.0063,"dentistry, maxillofacial, specialties, dr, and",5
38464,teacher,F,7,teacher,0.8874,0.3404,0.547,"educators, nysape, early, education, board",5
50763,software engineer,M,15,software engineer,0.9728,0.8087,0.1641,"dbus, projects, bluetooth, kernel, hacking",5
18312,physician,F,1,physician,0.5293,0.4503,0.0791,"practice, 1255510053, ms, years, location",5
71970,professor,M,0,professor,0.9877,0.4302,0.5575,"research, evaluating, interventions, research, his",5
78380,professor,M,0,professor,0.5883,0.6557,-0.0674,"genomics, currently, pine, problems, improvement",5
60161,journalist,F,4,journalist,0.999,0.9976,0.0014,"journalism, school, moscow, state, civic",5
82402,professor,M,0,professor,0.9978,0.9911,0.0068,"ph, novosibirsk, adenoviral, dr, academic",5
14691,poet,M,13,poet,0.9536,0.0464,0.9071,"poems, 20x20, he, poetry, released",5
91561,professor,F,0,professor,0.6762,0.8873,-0.2112,"doctorate, earned, physics, publications, passionate",5
6664,photographer,M,3,photographer,0.9956,0.9397,0.0559,"documents, sites, of, organically, inhabited",5
13852,professor,F,0,professor,0.9996,0.9988,0.0008,"phd, published, wisconsin, research, industrial",5
84153,psychologist,F,6,psychologist,0.9984,0.0038,0.9946,"psychotherapy, counselling, transactional, integrative, towards",5
52651,journalist,M,4,journalist,0.9905,0.0383,0.9522,"news, ophthalmic, also, as, is",5
22417,professor,M,0,professor,0.9997,0.9997,0.0,"research, journals, main, phd, economics",5
84895,professor,F,0,professor,0.9867,0.919,0.0677,"fellowship, ph, doctoral, behavior, her",5
11717,attorney,M,2,attorney,0.9994,0.997,0.0024,"firm, texas, law, clients, accidents",5
59641,nurse,F,5,nurse,0.9922,0.0419,0.9503,"nursing, the, at, she, health",5
52246,professor,M,0,professor,0.9941,0.6769,0.3172,"scientific, focuses, research, machine, his",5
94896,surgeon,M,9,surgeon,0.4922,0.9698,-0.4776,"otolaryngology, surgery, medical, board, reconstructive",5
39234,professor,F,0,professor,0.9936,0.9202,0.0734,"edu, director, stereotype, the, she",5
78969,teacher,F,7,teacher,0.7768,0.9374,-0.1606,"teacher, teachers, course, college, instructor",5
86259,teacher,F,7,teacher,0.8064,0.0275,0.7789,"schools, includes, children, prisoners, imprisoned",5
85634,architect,M,10,architect,0.9976,0.0283,0.9693,"architecture, architecture, advanced, ricardo, the",5
82926,professor,F,0,professor,0.9954,0.9813,0.0141,"dr, oncology, focuses, newman, chair",5
32501,professor,F,0,professor,0.9997,0.9985,0.0012,"teaches, courses, research, focuses, in",5
34205,poet,F,13,poet,0.9879,0.9883,-0.0004,"poet, poetry, poetry, masters, poetry",5
65797,journalist,M,4,journalist,0.9768,0.075,0.9018,"tunisian, covered, bahraini, news, award",5
58689,photographer,M,3,photographer,0.996,0.0222,0.9739,"camera, photography, images, bloody, of",5
86967,journalist,M,4,journalist,0.9956,0.9769,0.0187,"editor, bbc, news, correspondent, decade",5
86329,physician,F,1,physician,0.7423,0.4873,0.255,"california, license, berkeley, practices, 1003008780",5
26151,professor,F,0,professor,0.9977,0.8603,0.1374,"received, phd, she, dissertation, university",5
60167,nurse,F,5,nurse,0.9997,0.7297,0.27,"nurse, graduated, practitioner, honors, 1985",5
25483,teacher,M,7,teacher,0.833,0.2019,0.6312,"erich, puzzles, puzzles, on, has",5
23270,nurse,F,5,nurse,0.9803,0.2771,0.7032,"nurse, nurses, australia, michelle, registered",5
52297,physician,M,1,physician,0.9998,0.901,0.0988,"medicine, practices, orthopaedic, dasnoit, specializes",5
6860,nurse,F,5,nurse,0.9997,0.9764,0.0233,"nurse, practitioner, 2013, honors, experiences",5
199,professor,F,0,professor,0.9983,0.9697,0.0286,"research, examines, sciences, editorial, applied",5
76157,photographer,F,3,photographer,0.9781,0.0007,0.9773,"photo, photo, projects, put, many",5
7540,professor,F,0,professor,0.9987,0.9961,0.0026,"published, stanford, research, press, diaspora",5
3207,physician,M,1,physician,0.9936,0.9844,0.0092,"medical, expertise, physician, school, medical",5
38122,physician,M,1,physician,0.9998,0.9042,0.0957,"medicine, monteleone, practices, dermatology, specializes",5
53129,nurse,M,5,nurse,0.9887,0.0098,0.9789,"nurses, and, healthcare, bgs, professionals",5
72555,professor,M,0,professor,0.9998,0.9997,0.0001,"faculty, the, the, prior, at",5
72583,architect,M,10,architect,0.9454,0.9916,-0.0463,"computing, cloud, computing, computer, foundation",5
79884,physician,F,1,physician,0.9998,0.9325,0.0674,"medicine, practices, pediatrics, in, specializes",5
76575,teacher,M,7,teacher,0.916,0.2279,0.6881,"the, meetings, midschoolmath, nctm, at",5
83665,attorney,F,2,attorney,0.9996,0.9983,0.0013,"clients, legal, litigation, law, firm",5
10587,composer,F,17,composer,0.9949,0.942,0.0529,"compositions, conduct, conducting, have, performed",5
47866,nurse,F,5,nurse,0.9997,0.7991,0.2006,"nurse, graduated, practitioner, 1996, honors",5
313,professor,M,0,professor,0.9998,0.9994,0.0004,"redmond, strahlenchemie, dr, bsc, phd",5
87658,model,F,12,model,0.3638,0.0456,0.3182,"credited, she, in, left, remained",5
527,professor,F,0,professor,0.9995,0.9958,0.0037,"earned, phd, university, kinesiology, she",5
27434,professor,F,0,professor,0.9997,0.9996,0.0001,"research, sociology, primary, ethnographic, book",5
10082,professor,F,0,professor,0.9791,0.9127,0.0664,"biology, davila, helicobacter, she, ph",5
75175,physician,M,1,physician,0.9996,0.9922,0.0074,"degree, medical, medicine, medical, practicing",5
86883,dentist,M,8,dentist,0.6165,0.6729,-0.0564,"dr, patients, choice, medical, bergman",5
70995,professor,F,0,professor,0.9701,0.049,0.9211,"focuses, alcohol, related, research, alabama",5
37066,attorney,M,2,attorney,0.9994,0.5391,0.4603,"association, bar, the, posts, president",5
75949,teacher,M,7,teacher,0.999,0.0366,0.9624,"teacher, students, teaching, style, earned",5
78990,architect,M,10,architect,0.6195,0.0261,0.5934,"efficient, solutions, provide, webassembly, secure",5
82304,dentist,M,8,dentist,0.9343,0.4094,0.5249,"currently, dr, associated, appointment, dr",5
5058,professor,M,0,professor,0.9998,0.9994,0.0004,"scholarly, research, journals, primary, award",5
57502,psychologist,F,6,psychologist,0.3777,0.216,0.1617,"take, diagnosis, found, use, fathers",5
41823,model,F,12,model,0.9959,0.1476,0.8483,"playboy, playmate, appeared, selected, be",5
28206,attorney,F,2,attorney,0.9981,0.9987,-0.0007,"law, counsel, bachelor, college, llc",5
39579,professor,F,0,professor,0.9995,0.9992,0.0002,"research, studies, scholarship, acuff, chair",5
69270,physician,M,1,physician,0.9829,0.786,0.1969,"medical, school, education, school, medicine",5
61835,professor,F,0,professor,0.9998,0.9997,0.0001,"meteorologist, studies, research, works, 1994",5
62639,journalist,M,4,journalist,0.9959,0.1449,0.851,"professor, journalist, journalism, currently, assistant",5
93365,professor,M,0,professor,0.9993,0.9976,0.0017,"research, journal, appeared, cities, studies",5
16315,professor,F,0,professor,0.9946,0.9949,-0.0003,"law, she, cambridge, history, had",5
57070,professor,F,0,professor,0.9994,0.998,0.0013,"teaches, she, symposium, information, for",5
57612,professor,F,0,professor,0.9995,0.9988,0.0006,"research, focuses, reading, her, on",5
47862,photographer,F,3,photographer,0.9946,0.0342,0.9604,"photographs, photography, time, interests, reflect",5
5869,professor,M,0,professor,0.9996,0.4818,0.5178,"phd, brook, year, researcher, computer",5
79826,photographer,M,3,photographer,0.997,0.9387,0.0583,"photography, camera, lens, passion, sports",5
16505,professor,F,0,professor,0.9995,0.9974,0.0021,"palgrave, published, essays, 9780230109551look, she",5
55992,professor,M,0,professor,0.958,0.1085,0.8496,"editorial, economics, cerm, member, italian",5
39707,nurse,F,5,nurse,0.8034,0.3668,0.4367,"helping, team, doing, joining, aquatic",5
82386,architect,F,10,architect,0.9943,0.0024,0.9919,"architects, architectural, board, the, of",5
31942,dentist,F,8,dentist,0.9293,0.1794,0.75,"dental, dental, bds, dr, preeti",5
14518,photographer,F,3,photographer,0.9987,0.9748,0.0239,"photography, shoot, ballet, combining, series",5
6952,professor,M,0,professor,0.9958,0.9169,0.0789,"algorithms, research, 2003, carnegie, obtained",5
29369,professor,F,0,professor,0.9985,0.998,0.0005,"academia, she, undergrad, 2009, member",5
56991,professor,F,0,professor,0.9993,0.9195,0.0798,"examines, phd, work, ethnic, disparities",5
45248,psychologist,M,6,psychologist,0.9399,0.9521,-0.0122,"psychology, interests, mindfulness, stigma, his",5
44868,physician,M,1,physician,0.9901,0.9477,0.0424,"physician, 1255366696, professional, utah, 5349062",5
89093,professor,M,0,professor,0.793,0.0761,0.7169,"review, harper, eloquence, is, books",5
91091,professor,M,0,professor,0.9932,0.3981,0.5951,"scholarship, focuses, studies, his, education",5
27303,attorney,F,2,attorney,0.9994,0.9864,0.013,"representing, courts, trucking, kentucky, cases",5
53371,professor,M,0,professor,0.9991,0.9988,0.0004,"phd, economics, research, the, determinants",5
26474,surgeon,M,9,surgeon,0.9967,0.9951,0.0016,"surgeries, invasive, performed, dr, minimally",5
40556,professor,M,0,professor,0.9981,0.9973,0.0007,"physicist, he, professor, particle, collider",5
56089,nurse,F,5,nurse,0.9914,0.6546,0.3367,"nurse, nurse, staff, nurse, years",5
47268,attorney,F,2,attorney,0.9952,0.5233,0.4719,"represents, cases, she, domestic, survivors",5
89046,psychologist,F,6,psychologist,0.9994,0.0311,0.9683,"psychologist, in, experiences, erin, book",5
40636,professor,F,0,professor,0.9985,0.9976,0.0008,"creative, phd, she, earned, teaches",5
4183,journalist,F,4,journalist,0.9823,0.9839,-0.0016,"writer, writing, publications, times, msnbc",5
74029,professor,M,0,professor,0.9984,0.9943,0.0041,"environmental, history, research, activehistory, consequences",5
36066,journalist,M,4,journalist,0.9969,0.9826,0.0143,"covered, variety, sports, authored, news",5
14092,professor,M,0,professor,0.9898,0.2944,0.6954,"disproportionate, research, include, interests, doctorate",5
5715,painter,M,11,painter,0.9946,0.9874,0.0071,"paintings, exhibitions, paintings, new, shown",5
33429,professor,M,0,professor,0.9932,0.8415,0.1517,"tehran, ph, university, linguistics, his",5
67912,physician,M,1,physician,0.9892,0.99,-0.0008,"dr, clinical, parkinson, interests, training",5
2076,professor,F,0,professor,0.8392,0.2693,0.5698,"narrative, published, education, interested, methodology",5
24607,filmmaker,M,14,filmmaker,0.9962,0.9135,0.0827,"films, bafta, film, screened, animation",5
68747,attorney,M,2,attorney,0.9997,0.9996,0.0001,"attorney, criminal, attorney, utah, attorney",5
35881,dentist,F,8,dentist,0.988,0.5742,0.4138,"associated, dr, sandhya, kandivali, clinic",5
52567,photographer,F,3,photographer,0.9959,0.7293,0.2666,"photographing, photography, practising, art, stunning",5
77797,professor,F,0,professor,0.9323,0.9135,0.0187,"immunotherapy, immunotherapy, has, lymphoid, nih",5
88595,professor,F,0,professor,0.9886,0.9862,0.0024,"graduated, cardiology, medicine, cardiology, completed",5
86494,psychologist,F,6,psychologist,0.9994,0.0024,0.997,"psychologist, in, experiences, doctors, especially",5
90729,professor,M,0,professor,0.9996,0.9994,0.0002,"ph, research, interests, publications, studies",5
22308,journalist,F,4,journalist,0.9841,0.9383,0.0458,"organisations, works, feminist, in, masters",5
93139,attorney,F,2,attorney,0.9998,0.9997,0.0001,"counsel, litigation, litigation, focuses, law",5
94587,professor,M,0,professor,0.9911,0.9856,0.0055,"author, studies, the, memory, bernard",5
44329,nurse,F,5,nurse,0.9997,0.4031,0.5966,"nurse, practitioner, experiences, graduated, she",5
28268,filmmaker,M,14,filmmaker,0.986,0.8026,0.1834,"film, debut, has, directed, award",5
36863,psychologist,F,6,psychologist,0.9927,0.9543,0.0384,"psychology, clinical, psychology, doctorate, from",5
21705,professor,F,0,professor,0.6565,0.1543,0.5022,"programs, also, uplift, she, is",5
23419,photographer,M,3,photographer,0.995,0.6725,0.3225,"photography, photography, photos, photography, with",5
12822,professor,F,0,professor,0.8188,0.3914,0.4273,"phd, receiving, before, 1992, at",5
76369,professor,M,0,professor,0.7851,0.5827,0.2024,"publication, education, research, his, linguistics",5
90580,professor,F,0,professor,0.9945,0.8817,0.1128,"based, book, her, ashgate, dissertation",5
12023,dietitian,F,18,dietitian,0.9984,0.8874,0.111,"nutrition, healthlinkbc, provides, nutrition, where",5
36518,physician,M,1,physician,0.9997,0.9578,0.0419,"md, 1588633150, alaska, credentials, professional",5
