id,profession,gender,pred_class_idx,pred_label,pred_prob_original,pred_prob_erased,faithfulness,tokens_erased,n_tokens_erased
73575,photographer,M,3,photographer,0.9864,0.052,0.9344,"photographs, clients, magazines, director, sunwear",5
13578,journalist,M,4,journalist,0.9857,0.527,0.4587,"news, newspapers, magazines, zine, variety",5
5448,professor,F,0,professor,0.9974,0.2345,0.7629,"researcher, organization, behavior, as, studies",5
80601,architect,M,10,architect,0.9987,0.9901,0.0086,"architects, institute, architectural, design, international",5
43877,nurse,F,5,nurse,0.9953,0.8628,0.1326,"health, aging, diagnosis, practice, scope",5
44557,professor,M,0,professor,0.9998,0.9998,0.0,"university, microeconomics, research, conducts, massachusetts",5
61558,architect,M,10,architect,0.5147,0.8823,-0.3676,"experience, engineering, degree, masters, deployments",5
12480,professor,M,0,professor,0.9882,0.2965,0.6917,"areas, work, coordinator, prior, teri",5
37372,dentist,F,8,dentist,0.9933,0.9216,0.0717,"dental, surgery, dr, carriers, especially",5
48225,professor,F,0,professor,0.5874,0.1757,0.4117,"residency, earned, the, netherlands, minneapolis",5
35423,composer,F,17,composer,0.9901,0.2193,0.7707,"composers, works, ensembles, ensemble, symphony",5
4598,teacher,M,7,teacher,0.9987,0.0486,0.9502,"ratemyteachers, college, walsh, college, st",5
76006,journalist,F,4,journalist,0.9828,0.8517,0.1311,"work, of, fact, knucklebone, has",5
52486,physician,F,1,physician,0.9996,0.8492,0.1505,"md, 1093920274, alabama, professional, credentials",5
702,professor,M,0,professor,0.9891,0.9929,-0.0038,"chicago, published, law, cardiology, fellow",5
71994,journalist,F,4,journalist,0.9986,0.9973,0.0012,"publications, indigenous, news, both, mail",5
29015,attorney,F,2,attorney,0.9996,0.9996,-0.0,"counsel, law, as, serves, matters",5
93020,professor,M,0,professor,0.9998,0.9995,0.0003,"joining, prior, tufts, harvard, phd",5
24289,professor,F,0,professor,0.9991,0.9957,0.0034,"bachelor, grant, service, postdoctoral, 2008",5
85541,professor,F,0,professor,0.9968,0.9892,0.0076,"scholarly, is, papers, embassies, label",5
42719,professor,M,0,professor,0.9975,0.9211,0.0764,"received, sociolinguistics, the, university, learning",5
50174,architect,F,10,architect,0.9982,0.8623,0.1359,"architecture, architects, documenting, architecture, heinrich",5
14729,psychologist,M,6,psychologist,0.9932,0.3864,0.6068,"psychopathology, evaluated, interventions, developmental, designed",5
84291,physician,M,1,physician,0.9552,0.4159,0.5393,"professor, member, association, carolina, medical",5
11815,journalist,F,4,journalist,0.9909,0.9479,0.043,"columns, who, being, com, denver",5
65795,professor,F,0,professor,0.9996,0.9993,0.0003,"minnesota, teaches, research, courses, ph",5
70364,professor,F,0,professor,0.9882,0.2376,0.7506,"research, ph, the, politechnical, electronic",5
22347,journalist,F,4,journalist,0.9978,0.2938,0.704,"media, australian, cover, rules, football",5
39122,professor,F,0,professor,0.9555,0.6629,0.2925,"has, been, courtauld, fellow, at",5
31046,model,F,12,model,0.9989,0.645,0.354,"photoshoots, modeling, professionalism, photoshoot, commercial",5
33201,professor,F,0,professor,0.9992,0.9983,0.0009,"director, program, areas, cannon, after",5
34406,physician,M,1,physician,0.9414,0.8578,0.0836,"medicine, harrell, epo, graduate, health",5
74946,professor,M,0,professor,0.724,0.0432,0.6808,"community, interests, in, for, intellectual",5
84715,teacher,F,7,teacher,0.3082,0.0979,0.2103,"the, lecturer, delware, build, been",5
11351,painter,M,11,painter,0.766,0.0569,0.7091,"exhibition, studio, art, recently, public",5
436,physician,M,1,physician,0.9973,0.9947,0.0026,"medicine, graduate, medicine, saporito, dr",5
6302,physician,M,1,physician,0.4947,0.0888,0.4059,"2002, clinic, there, medical, patients",5
72269,physician,M,1,physician,0.8618,0.0417,0.8201,"medicine, university, program, residency, medical",5
24338,journalist,F,4,journalist,0.9143,0.3291,0.5852,"bbc, economist, covering, bonello, worked",5
55848,dentist,M,8,dentist,0.9906,0.957,0.0337,"dr, patients, gave, choice, provider",5
79663,journalist,F,4,journalist,0.7515,0.6445,0.1069,"broken, india, wildlife, time, for",5
50546,nurse,F,5,nurse,0.9937,0.0076,0.9862,"nursing, degree, opportunity, geriatric, acute",5
19540,physician,M,1,physician,0.9412,0.949,-0.0078,"dr, medical, at, medicine, school",5
30143,professor,M,0,professor,0.998,0.5968,0.4012,"previously, mfa, an, mailman, at",5
88326,professor,F,0,professor,0.8055,0.2559,0.5496,"focuses, nurse, students, nursing, research",5
42175,professor,F,0,professor,0.9995,0.9982,0.0013,"ethnographic, ethnography, research, diaspora, canada",5
16410,nurse,F,5,nurse,0.6857,0.6138,0.0719,"2013, graduated, 5531, of, clinic",5
16813,accountant,F,16,accountant,0.9973,0.0117,0.9856,"accounts, aged, mainly, works, receivables",5
2321,architect,F,10,architect,0.9851,0.8446,0.1406,"implementations, automotive, global, sap, sap",5
61142,physician,F,1,physician,0.9721,0.7656,0.2064,"medicine, at, of, dr, studied",5
52916,attorney,M,2,attorney,0.999,0.9995,-0.0005,"counsel, nwirp, at, law, practice",5
53976,professor,M,0,professor,0.9984,0.976,0.0224,"faculty, missouri, lindenwood, january, charles",5
51899,photographer,F,3,photographer,0.9979,0.285,0.7129,"photo, fame, attempted, impressive, series",5
47145,surgeon,M,9,surgeon,0.7119,0.4676,0.2443,"focused, surgery, surgery, several, tumor",5
75696,professor,M,0,professor,0.8129,0.654,0.1589,"department, at, sabbatical, research, associate",5
94259,professor,M,0,professor,0.9996,0.9993,0.0003,"rhetoric, journals, published, university, 2008",5
46960,journalist,M,4,journalist,0.9991,0.9984,0.0008,"publications, reported, from, times, other",5
93000,attorney,M,2,attorney,0.9986,0.9993,-0.0007,"bar, practiced, law, law, law",5
46505,professor,M,0,professor,0.999,0.9976,0.0014,"multidisciplinary, developing, lab, currently, chemoproteomic",5
68349,physician,F,1,physician,0.9624,0.9655,-0.0032,"medicine, health, dr, interests, graduate",5
42600,physician,F,1,physician,0.9997,0.734,0.2657,"practices, medicine, charleston, disease, wv",5
30588,professor,F,0,professor,0.9965,0.9955,0.001,"journalism, mfa, nonfiction, appeared, fellowship",5
40257,professor,F,0,professor,0.9987,0.446,0.5527,"dyslipidemia, dr, academia, pharmacy, pharmacy",5
66822,accountant,M,16,accountant,0.9984,0.3919,0.6065,"financial, finance, positions, director, held",5
41479,physician,M,1,physician,0.9989,0.9989,0.0,"no, virginia, hospital, received, insurance",5
22425,accountant,M,16,accountant,0.9986,0.0365,0.9621,"accountants, financial, accounts, public, pennsylvania",5
11945,attorney,M,2,attorney,0.6235,0.7996,-0.1761,"officio, attain, member, volunteer, kirkland",5
89703,attorney,F,2,attorney,0.9997,0.9996,0.0001,"matters, insurance, reinsurance, reinsurance, experience",5
85218,filmmaker,M,14,filmmaker,0.9924,0.9901,0.0023,"film, film, tribeca, feature, festival",5
51511,composer,M,17,composer,0.9967,0.7249,0.2718,"composing, mastering, bands, pieces, years",5
47791,software engineer,M,15,software engineer,0.8385,0.1618,0.6767,"intel, hosting, roles, development, engineering",5
45238,attorney,M,2,attorney,0.9997,0.999,0.0008,"represents, clients, disputes, businesses, forgery",5
79600,filmmaker,M,14,filmmaker,0.9849,0.9326,0.0523,"documentary, directing, career, label, film",5
66457,professor,M,0,professor,0.9783,0.9415,0.0369,"research, musculoskeletal, dr, osteoporosis, technical",5
19907,physician,F,1,physician,0.9995,0.9993,0.0002,"dr, 1821027434, 0101233200, virginia, credentials",5
25606,journalist,F,4,journalist,0.6782,0.4862,0.1919,"bikepsych, longtime, lives, rides, biker",5
46063,filmmaker,F,14,filmmaker,0.9913,0.9804,0.0109,"videos, films, has, been, documentaries",5
82848,attorney,M,2,attorney,0.9996,0.9996,0.0,"of, graduating, clerked, student, courts",5
57242,journalist,M,4,journalist,0.9983,0.4304,0.5679,"journalists, other, contact, surprise, keep",5
29759,surgeon,M,9,surgeon,0.9882,0.1599,0.8283,"surgery, university, program, plastic, plastic",5
28025,professor,F,0,professor,0.9997,0.9992,0.0005,"doctorate, studies, critical, dr, journals",5
2878,nurse,F,5,nurse,0.7652,0.5551,0.21,"2007, specialists, graduated, appointment, hospital",5
36532,dietitian,F,18,dietitian,0.998,0.0169,0.9811,"nutrition, having, experiences, 1999, years",5
94939,surgeon,M,9,surgeon,0.999,0.9987,0.0003,"graduated, dr, indiana, medicine, dr",5
85031,photographer,F,3,photographer,0.995,0.9441,0.0509,"portraiture, portraits, particularly, helping, working",5
29515,photographer,M,3,photographer,0.9964,0.1039,0.8926,"photography, photography, photography, ladakh, gopalpur",5
60123,nurse,M,5,nurse,0.9867,0.1818,0.8049,"nursing, presented, and, australian, masters",5
87861,physician,M,1,physician,0.6488,0.2693,0.3795,"st, from, medical, medical, mary",5
7856,poet,M,13,poet,0.9949,0.9758,0.0191,"poetry, poetry, poetry, writing, born",5
6655,surgeon,M,9,surgeon,0.6382,0.0469,0.5913,"aneurysm, endarterectomy, dr, medicine, thoracoabdominal",5
85177,physician,F,1,physician,0.4521,0.0831,0.369,"myelopathy, wikipedia, matters, org, patients",5
43831,professor,M,0,professor,0.9991,0.9977,0.0014,"undergraduate, major, master¹s, phd, directs",5
30012,dentist,M,8,dentist,0.9981,0.0817,0.9164,"dentists, 78, dn19353, florida, and",5
56328,physician,M,1,physician,0.5442,0.2468,0.2974,"medicine, physical, rehabilitation, certified, extensive",5
29403,professor,F,0,professor,0.9875,0.9324,0.0551,"oncoplastic, cerrahpasa, is, interests, also",5
95197,photographer,M,3,photographer,0.9931,0.9819,0.0113,"photographs, photographs, working, where, from",5
89401,professor,M,0,professor,0.9994,0.9995,-0.0001,"university, ortiz, taught, studies, author",5
51435,professor,M,0,professor,0.9994,0.9995,-0.0001,"mit, primary, by, 2001, phenomenological",5
52937,psychologist,M,6,psychologist,0.9985,0.9892,0.0093,"depression, following, stress, management, dr",5
29236,professor,M,0,professor,0.9996,0.0723,0.9273,"faculty, specializes, university, prior, undergraduates",5
34825,dentist,M,8,dentist,0.9887,0.3365,0.6522,"practising, lybrate, com, clinic, dr",5
78327,attorney,M,2,attorney,0.9829,0.121,0.8618,"soccer, school, university, law, chicago",5
93723,professor,M,0,professor,0.9966,0.9967,-0.0002,"research, british, interest, has, nailsworth",5
75691,professor,M,0,professor,0.9743,0.7903,0.184,"doctoral, 2005, study, directs, research",5
92636,physician,F,1,physician,0.999,0.9983,0.0007,"medicine, medicine, medicine, kuang, wang",5
31199,dentist,F,8,dentist,0.9988,0.9815,0.0173,"dentistry, maxillofacial, specialties, and, dr",5
38464,teacher,F,7,teacher,0.8784,0.271,0.6074,"educators, nysape, education, early, board",5
50763,software engineer,M,15,software engineer,0.956,0.933,0.023,"dbus, projects, bluetooth, kernel, bus1",5
18312,physician,F,1,physician,0.5026,0.4853,0.0172,"practice, 1255510053, dolstein, years, location",5
71970,professor,M,0,professor,0.9795,0.9593,0.0202,"evaluating, include, interventions, preventive, individualized",5
78380,professor,M,0,professor,0.4574,0.2265,0.2309,"genomics, is, has, pine, mapping",5
60161,journalist,F,4,journalist,0.9987,0.9963,0.0024,"journalism, civic, school, state, moscow",5
82402,professor,M,0,professor,0.9948,0.9737,0.0211,"ph, virotherapy, graduated, doctoral, received",5
14691,poet,M,13,poet,0.9704,0.0134,0.9569,"poems, 20x20, released, poetry, recordings",5
91561,professor,F,0,professor,0.8415,0.4405,0.4009,"doctorate, earned, passionate, publications, lives",5
6664,photographer,M,3,photographer,0.9961,0.8928,0.1033,"documents, sites, of, inhabited, organically",5
13852,professor,F,0,professor,0.9996,0.9985,0.0011,"phd, research, industrial, wisconsin, fromsirindhorninternational",5
84153,psychologist,F,6,psychologist,0.9986,0.0073,0.9913,"psychotherapy, counselling, transactional, integrative, working",5
52651,journalist,M,4,journalist,0.9886,0.0517,0.9369,"news, ophthalmic, also, is, as",5
22417,professor,M,0,professor,0.9996,0.9991,0.0005,"phd, research, andrade, main, are",5
84895,professor,F,0,professor,0.9902,0.8206,0.1696,"fellowship, ph, doctoral, behavior, specialization",5
11717,attorney,M,2,attorney,0.9992,0.9969,0.0024,"firm, texas, law, clients, accidents",5
59641,nurse,F,5,nurse,0.9866,0.0467,0.9399,"nursing, the, at, college, health",5
52246,professor,M,0,professor,0.9488,0.5683,0.3806,"focuses, research, scientific, machine, human",5
94896,professor,M,0,professor,0.5209,0.0104,0.5105,"is, otolaryngology, surgery, chicago, medical",5
39234,professor,F,0,professor,0.9823,0.8193,0.163,"edu, has, stereotype, the, advisory",5
78969,professor,F,0,professor,0.6731,0.5371,0.136,"role, is, in, course, education",5
86259,teacher,F,7,teacher,0.7117,0.0323,0.6794,"schools, children, includes, prisoners, imprisoned",5
85634,architect,M,10,architect,0.9976,0.0367,0.9609,"architecture, architecture, advanced, the, ricardo",5
82926,professor,F,0,professor,0.9839,0.9028,0.081,"dr, neuroblastoma, chair, focuses, oncology",5
32501,professor,F,0,professor,0.9997,0.9973,0.0024,"teaches, courses, focuses, in, dr",5
34205,poet,F,13,poet,0.9893,0.9888,0.0004,"poetry, poetry, masters, writing, creative",5
65797,journalist,M,4,journalist,0.9857,0.1298,0.856,"tunisian, covered, news, bahraini, award",5
58689,photographer,M,3,photographer,0.9957,0.0258,0.9698,"photography, camera, images, bloody, by",5
86967,journalist,M,4,journalist,0.9954,0.8166,0.1787,"editor, bbc, news, clem, decade",5
86329,physician,F,1,physician,0.776,0.7963,-0.0203,"california, berkeley, license, professional, credentials",5
26151,professor,F,0,professor,0.9948,0.359,0.6359,"received, university, dissertation, bergson, phd",5
60167,nurse,F,5,nurse,0.5136,0.4757,0.0379,"graduated, 1985, label, specialists, number",5
25483,teacher,M,7,teacher,0.8342,0.208,0.6262,"erich, on, lovely, puzzles, puzzles",5
23270,nurse,F,5,nurse,0.9981,0.7708,0.2273,"nurses, critical, experience, label, predominantly",5
52297,physician,M,1,physician,0.9998,0.7748,0.225,"medicine, practices, orthopaedic, dasnoit, in",5
6860,nurse,F,5,nurse,0.7892,0.2445,0.5446,"renee, graduated, 2013, having, specialists",5
199,professor,F,0,professor,0.9974,0.9903,0.007,"examines, sciences, applied, the, behavior",5
76157,photographer,F,3,photographer,0.9918,0.0985,0.8933,"photo, photo, projects, april, won",5
7540,professor,F,0,professor,0.9987,0.9987,-0.0,"stanford, university, phd, diaspora, interests",5
3207,physician,M,1,physician,0.9916,0.9904,0.0013,"medical, medical, school, hospital, expertise",5
38122,physician,M,1,physician,0.9998,0.8806,0.1192,"medicine, monteleone, dermatology, practices, specializes",5
53129,nurse,M,5,nurse,0.9922,0.0728,0.9195,"nurses, and, healthcare, bgs, professionals",5
72555,professor,M,0,professor,0.9998,0.9997,0.0001,"faculty, the, the, prior, at",5
72583,architect,M,10,architect,0.9377,0.9913,-0.0536,"computing, computing, cloud, foundation, computer",5
79884,physician,F,1,physician,0.9998,0.8044,0.1954,"medicine, practices, pediatrics, in, pa",5
76575,teacher,M,7,teacher,0.8936,0.2156,0.6781,"the, nctm, meetings, at, midschoolmath",5
83665,attorney,F,2,attorney,0.9996,0.9982,0.0015,"legal, clients, law, litigation, firm",5
10587,composer,F,17,composer,0.995,0.9335,0.0615,"compositions, conducting, conduct, have, performed",5
47866,nurse,F,5,nurse,0.5838,0.385,0.1988,"1996, graduated, cooperates, 0790, center",5
313,professor,M,0,professor,0.9998,0.9994,0.0004,"dr, strahlenchemie, redmond, phd, research",5
87658,software engineer,F,15,software engineer,0.3794,0.0925,0.2869,"nintendo, toru, been, any, game",5
527,professor,F,0,professor,0.9983,0.9734,0.0249,"earned, kinesiology, phd, taiwan, teaching",5
27434,professor,F,0,professor,0.9997,0.9995,0.0002,"research, sociology, manuscript, book, ethnographic",5
10082,professor,F,0,professor,0.8278,0.4108,0.417,"received, biology, davila, university, pylori",5
75175,physician,M,1,physician,0.9995,0.9905,0.009,"degree, medical, medical, medicine, received",5
86883,dentist,M,8,dentist,0.7043,0.553,0.1513,"dr, choice, patients, bergman, medical",5
70995,professor,F,0,professor,0.9412,0.2106,0.7306,"focuses, alcohol, related, alabama, risk",5
37066,attorney,M,2,attorney,0.9993,0.0339,0.9654,"association, bar, president, posts, the",5
75949,teacher,M,7,teacher,0.9699,0.0584,0.9115,"teaching, students, praised, and, earned",5
78990,architect,M,10,architect,0.5529,0.0221,0.5308,"solutions, efficient, webassembly, provide, secure",5
82304,dentist,M,8,dentist,0.959,0.4954,0.4636,"currently, dr, associated, appointment, dr",5
5058,professor,M,0,professor,0.9998,0.9992,0.0005,"scholarly, journals, primary, award, research",5
57502,journalist,F,4,journalist,0.4748,0.0177,0.4571,"mothers, children, interviewed, fathers, medication",5
41823,model,F,12,model,0.9947,0.0937,0.9009,"playboy, appeared, playmate, be, selected",5
28206,attorney,F,2,attorney,0.9968,0.9982,-0.0014,"counsel, law, bachelor, college, llc",5
39579,professor,F,0,professor,0.9995,0.9994,0.0001,"research, scholarship, acuff, studies, teaches",5
69270,physician,M,1,physician,0.9938,0.8238,0.17,"medical, medicine, school, school, education",5
61835,professor,F,0,professor,0.9998,0.9997,0.0001,"meteorologist, studies, research, works, 1994",5
62639,journalist,M,4,journalist,0.863,0.0431,0.8199,"journalism, professor, collaborative, pub, serves",5
93365,professor,M,0,professor,0.9992,0.9957,0.0035,"journal, studies, editor, cities, appeared",5
16315,professor,F,0,professor,0.9927,0.9791,0.0136,"had, law, history, cambridge, legal",5
57070,professor,F,0,professor,0.999,0.9934,0.0055,"teaches, symposium, external, manages, information",5
57612,professor,F,0,professor,0.9994,0.9838,0.0156,"focuses, reading, research, on, education",5
47862,photographer,F,3,photographer,0.9967,0.0754,0.9213,"photography, photographs, time, interests, historic",5
5869,professor,M,0,professor,0.9994,0.3156,0.6838,"earned, researcher, phd, brook, computer",5
79826,photographer,M,3,photographer,0.9885,0.6166,0.3719,"photography, lens, at, athletes, sports",5
16505,professor,F,0,professor,0.9995,0.9944,0.0051,"palgrave, published, essays, 9780230109551look, studies",5
55992,professor,M,0,professor,0.9545,0.0335,0.9211,"editorial, economics, member, cerm, the",5
39707,nurse,F,5,nurse,0.7892,0.697,0.0922,"helping, team, joining, doing, is",5
82386,architect,F,10,architect,0.9954,0.0024,0.993,"architects, board, architectural, the, of",5
31942,dentist,F,8,dentist,0.9277,0.1334,0.7943,"dental, dental, bds, dr, preeti",5
14518,photographer,F,3,photographer,0.9983,0.8955,0.1028,"photography, shoot, captures, ballet, combining",5
6952,professor,M,0,professor,0.9905,0.9258,0.0647,"obtained, algorithms, algorithms, analysis, carnegie",5
29369,professor,F,0,professor,0.9981,0.8981,0.1,"academia, construction, 2009, has, phd",5
56991,professor,F,0,professor,0.9994,0.8759,0.1235,"examines, phd, ethnic, disparities, work",5
45248,psychologist,M,6,psychologist,0.9418,0.8925,0.0493,"psychology, stigma, mindfulness, interests, therapy",5
44868,surgeon,M,9,surgeon,0.6672,0.0103,0.657,"surgeon, practices, mask, holds, professional",5
89093,professor,M,0,professor,0.781,0.0466,0.7345,"review, harper, eloquence, author, books",5
91091,professor,M,0,professor,0.9981,0.9867,0.0114,"completed, focuses, scholarship, studies, architecture",5
27303,attorney,F,2,attorney,0.9997,0.998,0.0017,"representing, courts, kentucky, advises, trucking",5
53371,professor,M,0,professor,0.999,0.9989,0.0,"phd, economics, determinants, research, the",5
26474,surgeon,M,9,surgeon,0.9966,0.993,0.0036,"surgeries, invasive, performed, dr, minimally",5
40556,professor,M,0,professor,0.9988,0.9976,0.0012,"collider, physicist, part, higgs, collider",5
56089,nurse,F,5,nurse,0.7913,0.0548,0.7365,"np, has, worked, unc, mask",5
47268,attorney,F,2,attorney,0.9963,0.6223,0.374,"represents, cases, violence, violence, domestic",5
89046,nurse,F,5,nurse,0.8885,0.709,0.1795,"specialists, honors, experiences, oconnor, appointment",5
40636,professor,F,0,professor,0.9986,0.9971,0.0016,"creative, phd, nonfiction, tutors, teaches",5
4183,journalist,F,4,journalist,0.9732,0.9713,0.002,"writer, writing, publications, times, writes",5
74029,professor,M,0,professor,0.9982,0.9972,0.001,"environmental, activehistory, the, history, research",5
36066,journalist,M,4,journalist,0.9978,0.9846,0.0133,"variety, sports, covered, authored, books",5
14092,professor,M,0,professor,0.9828,0.3679,0.6149,"disproportionate, research, interests, include, minority",5
5715,painter,M,11,painter,0.995,0.9852,0.0098,"exhibitions, paintings, new, paintings, shown",5
33429,professor,M,0,professor,0.9916,0.9609,0.0307,"received, university, tehran, linguistics, 1996",5
67912,physician,M,1,physician,0.9945,0.9873,0.0073,"dr, clinical, interests, training, medical",5
2076,professor,F,0,professor,0.9115,0.0943,0.8173,"areas, published, narrative, research, methodology",5
24607,filmmaker,M,14,filmmaker,0.9952,0.9919,0.0033,"screened, bafta, award, animation, film",5
68747,attorney,M,2,attorney,0.9996,0.8932,0.1064,"criminal, prosecutor, defense, utah, legal",5
35881,dentist,F,8,dentist,0.9913,0.891,0.1003,"dr, sandhya, associated, kandivali, appointment",5
52567,photographer,F,3,photographer,0.9963,0.9703,0.026,"photographing, photography, practising, art, stunning",5
77797,professor,F,0,professor,0.9107,0.7819,0.1288,"immunotherapy, has, immunotherapy, biomarker, nih",5
88595,professor,F,0,professor,0.9844,0.9764,0.008,"cardiology, graduated, cardiology, medicine, 2011",5
86494,nurse,F,5,nurse,0.9609,0.9192,0.0417,"cooperates, graduated, having, medical, 2014",5
90729,professor,M,0,professor,0.9995,0.9994,0.0002,"ph, studies, publications, pittsburgh, osama",5
22308,journalist,F,4,journalist,0.9777,0.9094,0.0683,"works, organisations, feminist, in, masters",5
93139,attorney,F,2,attorney,0.9998,0.9997,0.0,"counsel, litigation, focuses, litigation, santander",5
94587,professor,M,0,professor,0.9891,0.8067,0.1824,"studies, author, memory, the, novels",5
44329,nurse,F,5,nurse,0.5038,0.1927,0.3111,"2012, graduated, honors, number, label",5
28268,filmmaker,M,14,filmmaker,0.9567,0.2414,0.7153,"has, directed, film, debut, made",5
36863,psychologist,F,6,psychologist,0.9918,0.9576,0.0342,"psychology, psychology, clinical, doctorate, from",5
21705,professor,F,0,professor,0.6444,0.1105,0.5339,"also, programs, uplift, director, health",5
23419,photographer,M,3,photographer,0.9916,0.6096,0.382,"photography, photography, photos, photography, with",5
12822,professor,F,0,professor,0.6981,0.1309,0.5671,"phd, social, the, editor, receiving",5
76369,professor,M,0,professor,0.8681,0.5101,0.358,"publication, education, research, linguistics, language",5
90580,professor,F,0,professor,0.9919,0.8386,0.1532,"book, ashgate, based, suzanne, dissertation",5
12023,dietitian,F,18,dietitian,0.9984,0.9173,0.0811,"nutrition, healthlinkbc, provides, nutrition, where",5
