id,profession,gender,pred_class_idx,pred_label,pred_prob_original,pred_prob_erased,faithfulness,tokens_erased,n_tokens_erased
61142,physician,F,1,physician,0.9898,0.9626,0.0273,"studied, medicine, professionally, Medicine, Dr",5
52916,attorney,M,2,attorney,0.9987,0.9993,-0.0006,"courts, representing, practice, counsel, law",5
53976,professor,M,0,professor,0.9967,0.3987,0.598,"faculty, Dr, Program, Missouri, Education",5
51899,photographer,F,3,photographer,0.9977,0.6104,0.3873,"photo, series, portray, impressive, attempted",5
47145,surgeon,M,9,surgeon,0.6531,0.656,-0.0029,"spine, surgery, surgery, tumor, surgery",5
75696,professor,M,0,professor,0.8694,0.4818,0.3876,"associate, professor, University, of, Department",5
94259,professor,M,0,professor,0.9992,0.998,0.0011,"Ph, College, research, journals, Minnesota",5
46960,journalist,M,4,journalist,0.9968,0.9971,-0.0003,"reported, Times, Times, publications, Bronx",5
93000,attorney,M,2,attorney,0.9672,0.9967,-0.0296,"law, Law, Bar, Law, ameda",5
46505,professor,M,0,professor,0.9992,0.9986,0.0006,"UC, Ph, lab, genetically, doctoral",5
68349,physician,F,1,physician,0.9478,0.9429,0.0049,"Dr, clinical, Dennis, Dr, residency",5
42600,physician,F,1,physician,0.9995,0.7414,0.2581,"medicine, practices, specializes, Disease, Ms",5
30588,professor,F,4,journalist,0.6831,0.0111,0.6719,"Journalism, journalism, fiction, School, American",5
40257,professor,F,0,professor,0.9969,0.9733,0.0237,"academia, emphasis, doctor, federally, residency",5
66822,accountant,M,16,accountant,0.9982,0.8325,0.1657,"financial, positions, Finance, senior, Director",5
41479,physician,M,1,physician,0.9994,0.4906,0.5088,"Dr, practicing, medical, affiliated, Health",5
22425,accountant,M,16,accountant,0.9973,0.9977,-0.0004,"Account, Accounts, Financial, member, Public",5
11945,attorney,M,2,attorney,0.7484,0.4532,0.2952,"Liberia, Chamber, Commerce, served, years",5
89703,attorney,F,2,attorney,0.9991,0.9992,-0.0,"law, law, law, practice, commercial",5
85218,filmmaker,M,14,filmmaker,0.9892,0.9944,-0.0052,"Film, winning, Festival, feature, award",5
51511,composer,M,17,composer,0.9882,0.9625,0.0258,"mastering, mixing, producing, composing, pieces",5
47791,software engineer,M,15,software engineer,0.7535,0.3768,0.3767,"engineering, role, roles, roles, hosting",5
45238,attorney,M,2,attorney,0.9995,0.9951,0.0044,"disputes, represents, businesses, clients, Estate",5
79600,filmmaker,M,14,filmmaker,0.991,0.9957,-0.0047,"filmmaker, director, producer, as, working",5
66457,professor,M,0,professor,0.9916,0.929,0.0626,"research, include, Imaging, development, interests",5
19907,physician,F,1,physician,0.9994,0.9909,0.0085,"credentials, professional, Dr, practices, License",5
25606,psychologist,F,6,psychologist,0.9866,0.8175,0.1691,"Psych, com, book, latest, She",5
46063,filmmaker,F,14,filmmaker,0.995,0.6276,0.3674,"documentaries, making, videos, films, TV",5
82848,attorney,M,2,attorney,0.9992,0.9994,-0.0002,"Attorney, prosecuting, Attorney, Attorney, Attorney",5
57242,journalist,M,4,journalist,0.9971,0.4023,0.5948,"journalists, other, contact, cut, attacks",5
29759,surgeon,M,9,surgeon,0.8918,0.4914,0.4004,"surgery, surgery, surgery, Surgery, surgery",5
28025,professor,F,0,professor,0.9992,0.9991,0.0002,"Dr, published, research, textbooks, studies",5
2878,nurse,F,5,nurse,0.9994,0.9994,0.0,"doctors, UR, She, specialists, hospital",5
36532,dietitian,F,18,dietitian,0.9986,0.9986,0.0,"ET, IT, ESSION, DI, UT",5
94939,surgeon,M,9,surgeon,0.9984,0.9981,0.0002,"Dr, Medical, Dr, Medical, Medicine",5
85031,photographer,F,3,photographer,0.9931,0.9663,0.0268,"photographer, between, portraits, subject, from",5
29515,photographer,M,3,photographer,0.9969,0.0069,0.99,"specialization, photography, photography, photography, Born",5
60123,nurse,M,5,nurse,0.958,0.0229,0.9351,"Nursing, Masters, served, has, holds",5
87861,physician,M,1,physician,0.8821,0.2054,0.6767,"residence, medical, Medical, Center, Health",5
7856,poet,M,13,poet,0.9937,0.1466,0.8471,"poetry, writing, Irish, Writing, exile",5
6655,physician,M,9,surgeon,0.5368,0.7136,-0.1768,"medical, Dr, artery, Medical, Melt",5
85177,physician,F,1,physician,0.4535,0.3954,0.0582,"patients, opathy, patients, Matters, member",5
43831,professor,M,0,professor,0.9983,0.9975,0.0008,"undergraduate, PhD, teaches, directs, program",5
30012,dentist,M,8,dentist,0.9983,0.998,0.0002,"Dent, patients, medical, providers, ists",5
56328,physician,M,1,physician,0.9063,0.0165,0.8898,"Medicine, extensive, experience, examiner, years",5
29403,professor,F,0,professor,0.9349,0.8376,0.0972,"also, Director, President, research, Division",5
95197,photographer,M,3,photographer,0.9943,0.9619,0.0324,"photographs, photographs, photography, until, from",5
89401,professor,M,0,professor,0.9991,0.9988,0.0003,"taught, published, fields, Studies, African",5
51435,professor,M,0,professor,0.999,0.9932,0.0058,"research, Computing, interests, computational, MIT",5
52937,psychologist,M,6,psychologist,0.9987,0.9962,0.0025,"management, depression, stress, areas, include",5
29236,professor,M,0,professor,0.9985,0.9806,0.0179,"University, faculty, specializes, position, computer",5
34825,dentist,M,8,dentist,0.9876,0.7271,0.2605,"Dr, Dr, Clinic, appointment, com",5
78327,attorney,M,2,attorney,0.9972,0.4793,0.5179,"law, school, Chicago, served, coached",5
93723,professor,M,0,professor,0.9965,0.5696,0.4269,"studies, research, behavior, emphasis, currently",5
75691,professor,M,0,professor,0.9793,0.9651,0.0142,"doctoral, Texas, doctoral, mouse, Dr",5
92636,physician,F,1,physician,0.998,0.9984,-0.0004,"practices, Medicine, Medicine, Medicine, Disorders",5
31199,dentist,F,8,dentist,0.9983,0.9978,0.0005,"Surgery, Dent, General, Oral, Medical",5
38464,professor,F,7,teacher,0.5927,0.7151,-0.1224,"educators, Educ, Parents, childhood, statewide",5
50763,software engineer,M,15,software engineer,0.9811,0.9265,0.0546,"kernel, subsystem, time, layer, hacking",5
18312,physician,F,1,physician,0.6573,0.6812,-0.0238,"practice, PI, Ms, Michelle, Number",5
71970,professor,M,0,professor,0.9557,0.5259,0.4298,"research, research, interventions, interests, primarily",5
78380,professor,M,0,professor,0.9775,0.3964,0.5812,"currently, management, genetic, application, disease",5
60161,journalist,F,4,journalist,0.9977,0.9918,0.0059,"journalism, civic, graduated, articles, school",5
82402,professor,M,0,professor,0.9981,0.9913,0.0068,"Ph, doctoral, Professor, appointed, academic",5
14691,poet,M,13,poet,0.9846,0.9922,-0.0076,"poems, published, released, recordings, has",5
91561,teacher,F,0,professor,0.6773,0.5866,0.0907,"doctor, publications, physics, her, Detroit",5
6664,photographer,M,3,photographer,0.9935,0.7733,0.2202,"scene, documents, eye, capture, his",5
13852,professor,F,0,professor,0.9993,0.999,0.0002,"holds, PhD, research, University, Her",5
84153,psychologist,F,6,psychologist,0.9981,0.9983,-0.0002,"otherapy, selling, Centre, working, Psych",5
52651,surgeon,M,9,surgeon,0.9201,0.1089,0.8113,"Professor, Associate, mology, Chief, He",5
22417,professor,M,0,professor,0.9993,0.9992,0.0002,"Professor, PhD, Professor, Professor, academic",5
84895,professor,F,0,professor,0.9879,0.8828,0.1051,"Ph, Dr, Analyst, fellowship, doctoral",5
11717,attorney,M,2,attorney,0.9993,0.9973,0.002,"law, judicial, clients, Texas, Firm",5
59641,nurse,F,5,nurse,0.9933,0.0004,0.9928,"nursing, studied, program, she, Health",5
52246,professor,M,0,professor,0.9932,0.9608,0.0324,"research, interactions, focuses, machine, factors",5
94896,professor,M,9,surgeon,0.692,0.0185,0.6735,"Surgery, Surgery, Surgery, Surgery, certified",5
39234,professor,F,0,professor,0.9977,0.2491,0.7486,"edu, director, board, advisory, project",5
78969,teacher,F,7,teacher,0.4966,0.98,-0.4833,"teacher, learning, teachers, student, College",5
86259,psychologist,F,6,psychologist,0.8101,0.029,0.7811,"field, work, parents, children, includes",5
85634,architect,M,10,architect,0.9969,0.0068,0.9902,"Architecture, Architecture, Advanced, degree, in",5
82926,professor,F,0,professor,0.6832,0.5192,0.164,"Michigan, role, Faculty, faculty, Dr",5
32501,professor,F,0,professor,0.9987,0.9945,0.0042,"courses, teaches, in, research, Policy",5
34205,poet,F,13,poet,0.9894,0.9923,-0.0029,"poetry, poetry, collections, Writing, poetry",5
65797,journalist,M,4,journalist,0.921,0.0105,0.9105,"covered, received, Tunis, coup, News",5
58689,photographer,M,3,photographer,0.9972,0.9883,0.0089,"photography, images, images, loves, accessory",5
86967,journalist,M,4,journalist,0.9923,0.0849,0.9073,"editor, BBC, News, correspondent, brother",5
86329,physician,F,1,physician,0.6435,0.0277,0.6158,"practices, PI, professional, License, credentials",5
26151,professor,F,0,professor,0.9923,0.0774,0.9149,"PhD, University, Italy, her, received",5
60167,nurse,F,5,nurse,0.9994,0.9994,0.0,"She, graduated, Healthcare, UR, specialists",5
25483,software engineer,M,7,teacher,0.4802,0.0163,0.4639,"puzzles, puzzles, playing, likes, games",5
23270,nurse,F,5,nurse,0.9961,0.9985,-0.0024,"nurse, registered, She, acute, in",5
52297,physician,M,1,physician,0.9995,0.6332,0.3663,"practices, medicine, Surgery, NC, Hospital",5
6860,nurse,F,5,nurse,0.9994,0.9994,0.0,"She, graduated, UR, specialists, Medical",5
199,professor,F,0,professor,0.9918,0.9643,0.0275,"research, examines, Behavior, workplace, published",5
76157,nurse,F,5,nurse,0.9844,0.0002,0.9842,"nurse, remembrance, future, their, for",5
7540,professor,F,0,professor,0.9993,0.9969,0.0024,"research, published, articles, Anthropology, interests",5
3207,physician,M,1,physician,0.9916,0.9969,-0.0053,"Medical, Medical, Hospital, residency, Dr",5
38122,physician,M,1,physician,0.9995,0.9625,0.037,"practices, medicine, Mr, Medical, Mr",5
53129,nurse,M,5,nurse,0.9822,0.9946,-0.0124,"Nurs, Healthcare, Allied, Council, Quality",5
72555,professor,M,0,professor,0.9995,0.9818,0.0176,"Prior, joining, to, faculty, modeling",5
72583,architect,M,10,architect,0.9921,0.9452,0.0469,"conferences, VMware, VMware, Design, VMware",5
79884,physician,F,1,physician,0.9995,0.8759,0.1235,"practices, medicine, Pediatrics, affiliated, specializes",5
76575,teacher,M,7,teacher,0.9883,0.9916,-0.0032,"School, Math, Conference, meetings, the",5
83665,attorney,F,2,attorney,0.9995,0.9995,0.0,"litigation, law, firm, law, clients",5
10587,composer,F,17,composer,0.9754,0.9131,0.0623,"compositions, oral, performed, music, oral",5
47866,nurse,F,5,nurse,0.9994,0.9993,0.0,"Medical, specialists, She, graduated, years",5
313,professor,M,0,professor,0.9992,0.9988,0.0003,"received, fellows, PhD, Dr, doctoral",5
87658,teacher,F,7,teacher,0.2895,0.0289,0.2606,"Nintendo, she, CB, been, she",5
527,professor,F,0,professor,0.9993,0.9959,0.0035,"PhD, teaching, University, University, her",5
27434,professor,F,0,professor,0.9992,0.9852,0.014,"research, sociology, interests, decision, studies",5
10082,professor,F,0,professor,0.7262,0.0072,0.719,"Ph, University, Carol, Faculty, research",5
75175,physician,M,1,physician,0.9994,0.9632,0.0363,"practicing, medical, degree, affiliated, Medical",5
86883,dentist,M,8,dentist,0.6295,0.6417,-0.0123,"Dr, Cross, Medical, patients, Blue",5
70995,professor,F,0,professor,0.9974,0.9722,0.0253,"research, focuses, Research, Policy, PhD",5
37066,attorney,M,2,attorney,0.9993,0.6512,0.3481,"Bar, practice, Association, President, Athens",5
75949,teacher,M,7,teacher,0.996,0.994,0.002,"Teacher, teaching, Certification, Year, standards",5
78990,software engineer,M,15,software engineer,0.9291,0.9336,-0.0045,"platform, goal, browsers, solutions, provide",5
82304,dentist,M,8,dentist,0.9825,0.0168,0.9657,"appointment, Dr, Dr, online, currently",5
5058,professor,M,0,professor,0.9993,0.9992,0.0001,"research, funded, Scholar, primary, scholarly",5
57502,psychologist,F,6,psychologist,0.7884,0.043,0.7454,"She, fathers, disagreement, found, mothers",5
41823,model,F,12,model,0.9973,0.3015,0.6958,"Playboy, selected, press, Prior, spoof",5
28206,attorney,F,2,attorney,0.997,0.9973,-0.0004,"Law, law, Law, bachelor, joining",5
39579,professor,F,0,professor,0.9985,0.9979,0.0005,"scholarship, research, serves, graduate, undergraduate",5
69270,physician,M,1,physician,0.9355,0.9889,-0.0534,"Medical, medical, Dr, professionally, training",5
61835,professor,F,0,professor,0.9995,0.9994,0.0001,"studies, Dr, rainfall, teaching, ologist",5
62639,journalist,M,4,journalist,0.9929,0.0331,0.9599,"Journalism, University, Journal, at, host",5
93365,professor,M,0,professor,0.9991,0.9886,0.0105,"research, Studies, editor, Journal, and",5
16315,professor,F,0,professor,0.9857,0.2975,0.6882,"Law, visiting, visiting, fellow, scholar",5
57070,professor,F,0,professor,0.9726,0.0837,0.8889,"teaches, She, Department, Management, membership",5
57612,professor,F,0,professor,0.996,0.9941,0.0019,"research, focuses, literacy, Her, learning",5
47862,photographer,F,3,photographer,0.995,0.0497,0.9454,"photographs, interests, photography, distinct, character",5
5869,professor,M,0,professor,0.9987,0.9938,0.0049,"PhD, doctoral, University, joining, his",5
79826,photographer,M,3,photographer,0.9964,0.6546,0.3418,"photography, camera, lens, capture, passion",5
16505,professor,F,0,professor,0.9978,0.967,0.0308,"published, Studies, journals, essays, Cultural",5
55992,attorney,M,2,attorney,0.685,0.0012,0.6838,"Law, law, founding, Board, member",5
39707,nurse,F,5,nurse,0.9785,0.8463,0.1322,"Prior, She, health, helping, Center",5
82386,architect,F,10,architect,0.9579,0.9815,-0.0236,"Architects, Architect, member, Board, ural",5
31942,dentist,F,8,dentist,0.9139,0.9133,0.0006,"Dr, ental, practices, ental, She",5
14518,photographer,F,3,photographer,0.9983,0.9103,0.088,"photography, shoot, imagery, each, aesthetic",5
6952,professor,M,0,professor,0.9891,0.9145,0.0747,"PhD, research, interests, Center, Research",5
29369,professor,F,0,professor,0.9975,0.5983,0.3993,"faculty, academia, faculty, PhD, management",5
56991,professor,F,0,professor,0.997,0.6786,0.3185,"examines, PhD, University, disparities, work",5
45248,professor,M,6,psychologist,0.8488,0.1331,0.7156,"psychology, mindfulness, clinical, strategies, related",5
44868,physician,M,1,physician,0.9991,0.9988,0.0004,"practices, professional, credentials, PH, Utah",5
89093,professor,M,0,professor,0.9035,0.0257,0.8778,"author, El, and, and, of",5
91091,professor,M,0,professor,0.9881,0.2065,0.7816,"teaching, scholarship, engages, Iowa, His",5
27303,attorney,F,2,attorney,0.9995,0.9993,0.0001,"courts, federal, Regulations, Compliance, advises",5
53371,professor,M,0,professor,0.9989,0.9978,0.0012,"PhD, research, Economics, Organization, received",5
26474,surgeon,M,9,surgeon,0.9836,0.9934,-0.0099,"Dr, surgeries, procedures, invasive, performed",5
40556,professor,M,0,professor,0.9977,0.9566,0.0411,"professor, Collider, assistant, part, team",5
56089,nurse,F,5,nurse,0.9822,0.9947,-0.0125,"nurse, nurse, registered, practitioner, staff",5
47268,attorney,F,2,attorney,0.9991,0.8508,0.1483,"represents, Court, cases, Superior, order",5
89046,psychologist,F,6,psychologist,0.9989,0.9989,-0.0,"OLOG, PS, specialists, appointment, IST",5
40636,professor,F,0,professor,0.9979,0.9934,0.0045,"teaches, PhD, program, coordinates, training",5
4183,journalist,F,4,journalist,0.9731,0.9775,-0.0045,"news, MSNBC, programs, Times, CBS",5
74029,professor,M,0,professor,0.9988,0.9976,0.0012,"resear, research, ca, uses, addressing",5
36066,journalist,M,4,journalist,0.9795,0.9533,0.0262,"covered, News, Times, Daily, defunct",5
14092,professor,M,0,professor,0.9952,0.9539,0.0413,"research, interests, Rochester, psychology, include",5
5715,painter,M,11,painter,0.9963,0.9723,0.024,"paintings, paintings, artistic, palette, color",5
33429,professor,M,0,professor,0.9896,0.9095,0.0801,"Ph, taught, Teaching, University, language",5
67912,physician,M,1,physician,0.9849,0.9647,0.0201,"patients, Dr, clinical, medical, Hospital",5
2076,professor,F,0,professor,0.9926,0.9379,0.0547,"published, Education, research, Self, areas",5
24607,filmmaker,M,14,filmmaker,0.9936,0.8536,0.14,"films, film, latest, screened, Animation",5
68747,attorney,M,2,attorney,0.9988,0.992,0.0068,"attorney, Attorney, attorney, best, defense",5
35881,dentist,F,8,dentist,0.9936,0.585,0.4085,"appointment, Dr, online, Dr, currently",5
52567,photographer,F,3,photographer,0.9902,0.9949,-0.0047,"photography, photograp, business, pract, images",5
77797,professor,F,0,professor,0.8996,0.8143,0.0853,"NIH, funded, research, an, biomark",5
88595,professor,F,0,professor,0.9347,0.737,0.1977,"fellowship, Physicians, iology, Sur, residency",5
86494,psychologist,F,6,psychologist,0.9989,0.9989,-0.0,"OLOG, specialists, PS, appointment, number",5
90729,professor,M,0,professor,0.9988,0.9969,0.0019,"research, edu, publications, interests, Ph",5
22308,journalist,F,4,journalist,0.9909,0.2055,0.7854,"Communication, activist, feminist, Political, Social",5
93139,attorney,F,2,attorney,0.9994,0.9993,0.0,"counsel, litigation, law, litigation, practice",5
94587,professor,M,0,professor,0.9969,0.0043,0.9925,"Studies, editor, author, The, AW",5
44329,nurse,F,5,nurse,0.9994,0.9994,0.0,"She, graduated, doctors, specialists, Call",5
28268,filmmaker,M,14,filmmaker,0.9896,0.022,0.9676,"directed, Director, film, films, Film",5
36863,psychologist,F,6,psychologist,0.9914,0.5116,0.4799,"psychology, clinical, psychology, treatments, experience",5
21705,professor,F,0,professor,0.716,0.0167,0.6993,"director, also, agency, is, programs",5
23419,photographer,M,3,photographer,0.9934,0.9743,0.0191,"Photography, photography, photography, Laurent, working",5
12822,professor,F,0,professor,0.9132,0.0855,0.8277,"PhD, Before, her, UCLA, 1992",5
76369,professor,M,0,professor,0.9573,0.9343,0.023,"Faculty, research, interests, University, publication",5
90580,professor,F,0,professor,0.8553,0.4017,0.4536,"Medicine, History, forthcoming, Century, of",5
12023,dietitian,F,18,dietitian,0.9987,0.9501,0.0486,"nutrition, Nutrition, works, allergies, ergy",5
