id,profession,gender,pred_class_idx,pred_label,pred_prob_original,pred_prob_erased,faithfulness,tokens_erased,n_tokens_erased
61558,software engineer,M,15,software engineer,0.5362,0.1115,0.4247,"experience, software, and, extensive, he",5
12480,professor,M,0,professor,0.9887,0.2162,0.7725,"areas, work, prior, coordinator, teri",5
37372,dentist,F,8,dentist,0.9948,0.9433,0.0515,"dental, surgery, dr, especially, carriers",5
48225,professor,F,0,professor,0.7596,0.3339,0.4257,"earned, her, her, residency, netherlands",5
35423,composer,F,17,composer,0.9807,0.9919,-0.0113,"composers, ensemble, saxophone, american, ensembles",5
4598,teacher,M,7,teacher,0.999,0.6172,0.3818,"ratemyteachers, teacher, leave, average, review",5
76006,journalist,F,4,journalist,0.9913,0.8711,0.1202,"work, of, has, fact, knucklebone",5
52486,physician,F,1,physician,0.9996,0.9189,0.0808,"md, 1093920274, alabama, professional, credentials",5
702,professor,M,0,professor,0.988,0.9883,-0.0003,"chicago, published, tachycardias, law, fellow",5
71994,journalist,F,4,journalist,0.9986,0.9978,0.0008,"publications, indigenous, both, mail, news",5
29015,attorney,F,2,attorney,0.9996,0.9995,0.0001,"counsel, law, as, serves, legal",5
93020,professor,M,0,professor,0.9998,0.9996,0.0002,"tufts, joining, prior, harvard, microfluidic",5
24289,professor,F,0,professor,0.9995,0.997,0.0025,"she, bachelor, princeton, grant, faculty",5
85541,professor,F,0,professor,0.9991,0.9972,0.0019,"scholar, papers, scholarly, nationally, internationally",5
42719,professor,M,0,professor,0.999,0.8897,0.1092,"doctorate, received, sociolinguistics, linguistics, university",5
50174,architect,F,10,architect,0.9984,0.8882,0.1102,"architecture, architects, documenting, heinrich, architecture",5
14729,psychologist,M,6,psychologist,0.9942,0.0312,0.9631,"psychopathology, interventions, evaluated, developmental, educational",5
84291,physician,M,1,physician,0.9682,0.4653,0.5029,"professor, member, association, carolina, medical",5
11815,journalist,F,4,journalist,0.9941,0.982,0.012,"columns, who, being, published, com",5
65795,professor,F,0,professor,0.9996,0.9993,0.0003,"minnesota, research, reviewer, university, teaches",5
70364,professor,F,0,professor,0.9938,0.249,0.7448,"research, ph, main, her, interests",5
22347,journalist,F,4,journalist,0.9985,0.3474,0.6511,"australian, media, cover, rules, football",5
39122,professor,F,0,professor,0.994,0.9429,0.0511,"she, has, lecturer, at, the",5
31046,model,F,12,model,0.9994,0.923,0.0764,"photoshoots, modeling, professionalism, her, photoshoot",5
33201,professor,F,0,professor,0.9995,0.9993,0.0002,"areas, ph, her, program, research",5
34406,physician,M,1,physician,0.8986,0.9117,-0.0132,"medicine, trained, hospital, health, graduate",5
74946,professor,M,0,professor,0.806,0.0668,0.7392,"interests, community, his, in, intellectual",5
84715,architect,F,10,architect,0.9958,0.1932,0.8026,"architect, the, the, london, dover",5
11351,painter,M,11,painter,0.7605,0.0331,0.7274,"exhibition, studio, art, public, at",5
436,physician,M,1,physician,0.9944,0.9972,-0.0028,"medicine, medicine, graduate, saporito, dr",5
6302,physician,M,1,physician,0.5809,0.0288,0.5521,"2002, clinic, there, medical, patients",5
72269,physician,M,1,physician,0.877,0.1474,0.7296,"medicine, university, program, medical, michigan",5
24338,journalist,F,4,journalist,0.9978,0.9878,0.01,"journalist, times, bbc, print, covering",5
55848,dentist,M,8,dentist,0.9888,0.9682,0.0206,"dr, patients, gave, rating, him",5
79663,journalist,F,4,journalist,0.9318,0.6607,0.2711,"her, broken, wildlife, india, second",5
50546,nurse,F,5,nurse,0.9993,0.0087,0.9906,"nursing, degree, clinical, her, degree",5
19540,physician,M,1,physician,0.8914,0.9582,-0.0668,"medicine, medical, dr, at, school",5
30143,professor,M,0,professor,0.9983,0.5228,0.4755,"previously, mailman, consultant, editor, an",5
88326,professor,F,0,professor,0.9621,0.442,0.5201,"research, focuses, her, nurse, students",5
42175,professor,F,0,professor,0.9995,0.9991,0.0004,"ethnographic, research, ethnography, her, research",5
16410,nurse,F,5,nurse,0.9997,0.8218,0.1779,"nurse, experiences, practitioner, 2013, in",5
16813,accountant,F,16,accountant,0.9972,0.1175,0.8798,"accounts, aged, works, mainly, area",5
2321,architect,F,10,architect,0.9805,0.7897,0.1908,"implementations, automotive, global, sap, sap",5
61142,physician,F,1,physician,0.9814,0.9364,0.045,"medicine, at, dr, of, baylor",5
52916,attorney,M,2,attorney,0.9988,0.9994,-0.0006,"counsel, nwirp, practice, immigration, practices",5
53976,professor,M,0,professor,0.999,0.9366,0.0624,"faculty, he, january, joining, missouri",5
51899,photographer,F,3,photographer,0.9976,0.6193,0.3783,"photo, fame, attempted, impressive, her",5
47145,surgeon,M,9,surgeon,0.6649,0.4375,0.2274,"focused, he, surgery, surgery, surgery",5
75696,professor,M,0,professor,0.8368,0.3542,0.4826,"department, professor, sabbatical, at, associate",5
94259,professor,M,0,professor,0.9997,0.9996,0.0,"ph, rhetoric, published, journals, university",5
46960,journalist,M,4,journalist,0.9991,0.9954,0.0038,"reported, publications, from, globalpost, times",5
93000,attorney,M,2,attorney,0.9986,0.9992,-0.0006,"bar, practiced, law, law, law",5
46505,professor,M,0,professor,0.9989,0.9975,0.0014,"multidisciplinary, lab, developing, currently, chemoproteomic",5
68349,physician,F,1,physician,0.9641,0.973,-0.0089,"medicine, graduate, health, dr, interests",5
42600,physician,F,1,physician,0.9998,0.8954,0.1044,"practices, medicine, charleston, in, medical",5
30588,professor,F,0,professor,0.9973,0.9968,0.0005,"journalism, mfa, nonfiction, fellowship, appeared",5
40257,professor,F,0,professor,0.9993,0.603,0.3963,"dyslipidemia, academia, dr, pharmacy, emphasis",5
66822,accountant,M,16,accountant,0.9984,0.4814,0.517,"financial, finance, positions, director, he",5
41479,physician,M,1,physician,0.9996,0.999,0.0006,"no, degree, his, southside, virginia",5
22425,accountant,M,16,accountant,0.9982,0.0297,0.9685,"accountants, financial, accounts, public, pennsylvania",5
11945,attorney,M,2,attorney,0.6699,0.908,-0.2381,"attain, volunteer, officio, member, activities",5
89703,attorney,F,2,attorney,0.9996,0.9996,-0.0,"matters, reinsurance, insurance, she, reinsurance",5
85218,filmmaker,M,14,filmmaker,0.9926,0.9906,0.002,"film, film, tribeca, feature, first",5
51511,composer,M,17,composer,0.9969,0.959,0.038,"composing, he, mastering, producing, years",5
47791,software engineer,M,15,software engineer,0.8907,0.1463,0.7444,"intel, hosting, roles, development, web",5
45238,attorney,M,2,attorney,0.9997,0.9986,0.0012,"represents, clients, businesses, he, disputes",5
79600,filmmaker,M,14,filmmaker,0.9856,0.9352,0.0504,"filmmaker, film, documentary, working, as",5
66457,professor,M,0,professor,0.9761,0.9452,0.0309,"research, dr, musculoskeletal, osteoporosis, algorithms",5
19907,physician,F,1,physician,0.9996,0.9991,0.0004,"0101233200, 1821027434, dr, professional, credentials",5
25606,journalist,F,4,journalist,0.7325,0.4675,0.265,"book, bikepsych, longtime, lives, rides",5
46063,filmmaker,F,14,filmmaker,0.9939,0.9839,0.0101,"documentaries, videos, films, been, films",5
82848,attorney,M,2,attorney,0.9996,0.9997,-0.0001,"sandra, prosecuting, attorney, works, associate",5
57242,journalist,M,4,journalist,0.9983,0.4673,0.5311,"journalists, other, surprise, contact, keep",5
29759,surgeon,M,9,surgeon,0.9918,0.2178,0.7739,"surgery, university, surgery, plastic, plastic",5
28025,professor,F,0,professor,0.9997,0.9996,0.0002,"doctorate, earned, she, research, studies",5
2878,nurse,F,5,nurse,0.9997,0.9034,0.0963,"nurse, graduated, honors, experiences, practitioner",5
36532,dietitian,F,18,dietitian,0.9985,0.022,0.9765,"dietitian, nutrition, registered, experiences, 1999",5
94939,surgeon,M,9,surgeon,0.999,0.9987,0.0003,"medicine, graduated, indiana, dr, dr",5
85031,photographer,F,3,photographer,0.9981,0.9842,0.0139,"portraits, portraiture, photographer, the, sees",5
29515,photographer,M,3,photographer,0.9977,0.1157,0.882,"photography, photography, studied, gopalpur, photography",5
60123,nurse,M,5,nurse,0.9903,0.0783,0.9119,"nursing, and, masters, presented, australian",5
87861,physician,M,1,physician,0.8821,0.64,0.2421,"medical, st, degree, medical, center",5
7856,poet,M,13,poet,0.9947,0.984,0.0107,"poetry, poetry, poetry, born, writing",5
6655,surgeon,M,9,surgeon,0.5131,0.0435,0.4697,"aneurysm, medical, endarterectomy, thoracoabdominal, dr",5
85177,nurse,F,5,nurse,0.4834,0.0121,0.4713,"she, myelopathy, myelopathy, patients, blog",5
43831,professor,M,0,professor,0.9993,0.9986,0.0006,"ph, undergraduate, major, master¹s, phd",5
30012,dentist,M,8,dentist,0.9981,0.3739,0.6242,"dentists, dn19353, 78, florida, medical",5
56328,physician,M,1,physician,0.8931,0.1648,0.7283,"medicine, physical, certified, rehabilitation, examiner",5
29403,professor,F,0,professor,0.9924,0.9725,0.02,"oncoplastic, she, also, cerrahpasa, is",5
95197,photographer,M,3,photographer,0.9928,0.9824,0.0104,"photographs, photographs, where, from, working",5
89401,professor,M,0,professor,0.9994,0.9994,-0.0001,"university, studies, ortiz, author, press",5
51435,professor,M,0,professor,0.9994,0.999,0.0004,"mit, primary, research, phenomenological, 2001",5
52937,psychologist,M,6,psychologist,0.9988,0.9946,0.0041,"depression, following, stress, management, expertise",5
29236,professor,M,0,professor,0.9997,0.0323,0.9674,"faculty, specializes, university, prior, undergraduates",5
34825,dentist,M,8,dentist,0.9886,0.8352,0.1534,"practising, lybrate, he, com, at",5
78327,attorney,M,2,attorney,0.9903,0.1026,0.8877,"school, law, soccer, university, chicago",5
93723,professor,M,0,professor,0.996,0.9969,-0.0009,"research, british, interest, he, has",5
75691,professor,M,0,professor,0.9568,0.6157,0.341,"doctoral, 2005, his, faculty, directs",5
92636,physician,F,1,physician,0.999,0.9979,0.0011,"medicine, medicine, medicine, kuang, for",5
31199,dentist,F,8,dentist,0.9987,0.9929,0.0058,"dentistry, maxillofacial, specialties, and, dr",5
38464,teacher,F,7,teacher,0.8727,0.2998,0.5729,"educators, nysape, early, education, board",5
50763,software engineer,M,15,software engineer,0.9725,0.9646,0.0078,"dbus, projects, bluetooth, kernel, past",5
18312,physician,F,1,physician,0.5299,0.4688,0.061,"practice, 1255510053, ms, location, dolstein",5
71970,professor,M,0,professor,0.9876,0.5082,0.4794,"research, evaluating, interventions, research, effectiveness",5
78380,professor,M,0,professor,0.5614,0.4575,0.1039,"genomics, currently, pine, problems, mapping",5
60161,journalist,F,4,journalist,0.999,0.9976,0.0014,"journalism, school, civic, moscow, state",5
82402,professor,M,0,professor,0.9979,0.9919,0.0059,"ph, novosibirsk, dr, adenoviral, academic",5
14691,poet,M,13,poet,0.9535,0.0456,0.9079,"poems, 20x20, he, poetry, released",5
91561,professor,F,0,professor,0.7308,0.908,-0.1772,"doctorate, earned, physics, publications, passionate",5
6664,photographer,M,3,photographer,0.9959,0.9454,0.0506,"documents, sites, of, organically, inhabited",5
13852,professor,F,0,professor,0.9996,0.9989,0.0008,"phd, published, wisconsin, research, industrial",5
84153,psychologist,F,6,psychologist,0.9984,0.0034,0.995,"psychotherapy, counselling, transactional, integrative, towards",5
52651,journalist,M,4,journalist,0.9893,0.0367,0.9526,"news, ophthalmic, also, as, is",5
22417,professor,M,0,professor,0.9997,0.9997,0.0,"research, journals, main, economics, phd",5
84895,professor,F,0,professor,0.9867,0.9133,0.0733,"ph, fellowship, doctoral, her, behavior",5
11717,attorney,M,2,attorney,0.9994,0.9972,0.0022,"firm, texas, law, clients, accidents",5
59641,nurse,F,5,nurse,0.9923,0.0439,0.9484,"nursing, the, at, she, health",5
52246,professor,M,0,professor,0.9939,0.66,0.3339,"scientific, focuses, research, his, machine",5
94896,surgeon,M,9,surgeon,0.5185,0.972,-0.4535,"otolaryngology, medical, surgery, board, reconstructive",5
39234,professor,F,0,professor,0.994,0.9123,0.0817,"edu, director, stereotype, the, she",5
78969,teacher,F,7,teacher,0.7882,0.9887,-0.2005,"teacher, teachers, course, instructor, and",5
86259,teacher,F,7,teacher,0.7994,0.0258,0.7735,"schools, includes, children, imprisoned, prisoners",5
85634,architect,M,10,architect,0.9977,0.0288,0.9689,"architecture, architecture, advanced, ricardo, the",5
82926,professor,F,0,professor,0.9948,0.9795,0.0153,"dr, oncology, newman, chair, focuses",5
32501,professor,F,0,professor,0.9997,0.9985,0.0012,"courses, teaches, research, focuses, in",5
34205,poet,F,13,poet,0.9882,0.9886,-0.0005,"poet, poetry, poetry, masters, poetry",5
65797,journalist,M,4,journalist,0.9771,0.082,0.8951,"tunisian, covered, bahraini, news, award",5
58689,photographer,M,3,photographer,0.996,0.02,0.976,"camera, photography, images, bloody, of",5
86967,journalist,M,4,journalist,0.9956,0.977,0.0186,"editor, bbc, news, correspondent, decade",5
86329,physician,F,1,physician,0.725,0.483,0.242,"california, license, berkeley, 1003008780, practices",5
26151,professor,F,0,professor,0.9977,0.8712,0.1265,"received, phd, she, university, dissertation",5
60167,nurse,F,5,nurse,0.9997,0.761,0.2387,"nurse, practitioner, graduated, honors, 1985",5
25483,teacher,M,7,teacher,0.8296,0.261,0.5685,"erich, puzzles, puzzles, on, lovely",5
23270,nurse,F,5,nurse,0.9792,0.3045,0.6746,"nurse, nurses, australia, registered, michelle",5
52297,physician,M,1,physician,0.9998,0.8476,0.1522,"medicine, practices, orthopaedic, dasnoit, in",5
6860,nurse,F,5,nurse,0.9997,0.9778,0.0219,"nurse, practitioner, 2013, honors, experiences",5
199,professor,F,0,professor,0.9983,0.9665,0.0319,"research, examines, sciences, editorial, applied",5
76157,photographer,F,3,photographer,0.9767,0.0007,0.976,"photo, photo, projects, put, many",5
7540,professor,F,0,professor,0.9987,0.996,0.0027,"published, stanford, research, press, diaspora",5
3207,physician,M,1,physician,0.9937,0.9842,0.0095,"medical, expertise, physician, school, medical",5
38122,physician,M,1,physician,0.9998,0.9006,0.0992,"medicine, monteleone, practices, dermatology, specializes",5
53129,nurse,M,5,nurse,0.9886,0.0099,0.9787,"nurses, and, healthcare, bgs, professionals",5
72555,professor,M,0,professor,0.9998,0.9997,0.0001,"faculty, the, the, prior, at",5
72583,architect,M,10,architect,0.9369,0.9919,-0.055,"computing, cloud, computing, computer, foundation",5
79884,physician,F,1,physician,0.9998,0.9346,0.0652,"medicine, practices, pediatrics, in, specializes",5
76575,teacher,M,7,teacher,0.9097,0.2322,0.6775,"the, meetings, at, nctm, midschoolmath",5
83665,attorney,F,2,attorney,0.9996,0.9984,0.0013,"legal, clients, law, litigation, firm",5
10587,composer,F,17,composer,0.9947,0.9664,0.0283,"compositions, conducting, conduct, have, conductor",5
47866,nurse,F,5,nurse,0.9997,0.9161,0.0836,"nurse, graduated, practitioner, 1996, experiences",5
313,professor,M,0,professor,0.9998,0.9995,0.0003,"redmond, strahlenchemie, dr, bsc, phd",5
87658,model,F,12,model,0.3683,0.0486,0.3197,"credited, she, in, left, remained",5
527,professor,F,0,professor,0.9995,0.9949,0.0046,"earned, phd, university, kinesiology, she",5
27434,professor,F,0,professor,0.9997,0.9996,0.0001,"research, sociology, primary, book, ethnographic",5
10082,professor,F,0,professor,0.9774,0.9039,0.0735,"biology, davila, helicobacter, she, university",5
75175,physician,M,1,physician,0.9996,0.9921,0.0074,"degree, medical, medicine, medical, practicing",5
86883,dentist,M,8,dentist,0.6401,0.7111,-0.071,"dr, patients, choice, he, medical",5
70995,professor,F,0,professor,0.9724,0.0572,0.9152,"focuses, alcohol, related, research, alabama",5
37066,attorney,M,2,attorney,0.9994,0.5247,0.4747,"association, bar, the, president, posts",5
75949,teacher,M,7,teacher,0.999,0.0387,0.9603,"teacher, students, teaching, style, earned",5
78990,architect,M,10,architect,0.6056,0.0256,0.58,"efficient, solutions, provide, webassembly, secure",5
82304,dentist,M,8,dentist,0.9224,0.3783,0.5441,"currently, dr, associated, appointment, dr",5
5058,professor,M,0,professor,0.9998,0.9994,0.0004,"scholarly, research, journals, primary, award",5
57502,psychologist,F,6,psychologist,0.3764,0.2121,0.1643,"take, diagnosis, found, use, fathers",5
41823,model,F,12,model,0.9958,0.1287,0.8671,"playboy, appeared, playmate, selected, be",5
28206,attorney,F,2,attorney,0.998,0.9988,-0.0008,"law, counsel, bachelor, college, law",5
39579,professor,F,0,professor,0.9995,0.9992,0.0003,"research, studies, scholarship, acuff, chair",5
69270,physician,M,1,physician,0.9835,0.7636,0.2198,"medical, school, education, medicine, school",5
61835,professor,F,0,professor,0.9998,0.9997,0.0001,"meteorologist, studies, research, 1994, works",5
62639,journalist,M,4,journalist,0.996,0.1392,0.8569,"journalist, professor, journalism, currently, assistant",5
93365,professor,M,0,professor,0.9993,0.9976,0.0017,"research, journal, studies, appeared, cities",5
16315,professor,F,0,professor,0.9951,0.9954,-0.0002,"law, she, cambridge, history, had",5
57070,professor,F,0,professor,0.9994,0.9959,0.0035,"teaches, she, information, symposium, external",5
57612,professor,F,0,professor,0.9994,0.9987,0.0007,"research, focuses, reading, her, on",5
47862,photographer,F,3,photographer,0.9946,0.0358,0.9589,"photographs, photography, time, interests, reflect",5
5869,professor,M,0,professor,0.9995,0.4643,0.5353,"phd, brook, year, computer, researcher",5
79826,photographer,M,3,photographer,0.9969,0.9354,0.0616,"photography, camera, lens, passion, sports",5
16505,professor,F,0,professor,0.9995,0.9976,0.0019,"palgrave, published, essays, 9780230109551look, she",5
55992,professor,M,0,professor,0.9566,0.0449,0.9118,"editorial, economics, cerm, the, member",5
39707,nurse,F,5,nurse,0.8228,0.3652,0.4576,"helping, team, doing, aquatic, joining",5
82386,architect,F,10,architect,0.9938,0.0025,0.9913,"architects, board, architectural, the, of",5
31942,dentist,F,8,dentist,0.9285,0.1781,0.7503,"dental, dental, bds, dr, preeti",5
14518,photographer,F,3,photographer,0.9987,0.9727,0.0259,"photography, shoot, ballet, combining, series",5
6952,professor,M,0,professor,0.9957,0.9088,0.0869,"research, algorithms, 2003, carnegie, obtained",5
29369,professor,F,0,professor,0.9986,0.9982,0.0004,"academia, she, 2009, undergrad, member",5
56991,professor,F,0,professor,0.9993,0.9209,0.0784,"examines, phd, work, ethnic, disparities",5
45248,psychologist,M,6,psychologist,0.9376,0.9512,-0.0136,"psychology, interests, mindfulness, stigma, his",5
44868,physician,M,1,physician,0.9914,0.9346,0.0568,"physician, 1255366696, professional, utah, bountiful",5
89093,professor,M,0,professor,0.802,0.0761,0.7259,"review, harper, eloquence, is, books",5
91091,professor,M,0,professor,0.9944,0.4743,0.5202,"scholarship, focuses, studies, his, education",5
27303,attorney,F,2,attorney,0.9994,0.9811,0.0184,"representing, courts, kentucky, trucking, advises",5
53371,professor,M,0,professor,0.9991,0.9988,0.0003,"phd, economics, research, determinants, the",5
26474,surgeon,M,9,surgeon,0.9968,0.9952,0.0017,"surgeries, invasive, performed, dr, minimally",5
40556,professor,M,0,professor,0.9979,0.9975,0.0004,"physicist, he, professor, particle, collider",5
56089,nurse,F,5,nurse,0.991,0.6259,0.3651,"nurse, nurse, staff, nurse, years",5
47268,attorney,F,2,attorney,0.995,0.5396,0.4554,"represents, cases, domestic, she, survivors",5
89046,psychologist,F,6,psychologist,0.9994,0.0299,0.9695,"psychologist, in, experiences, erin, book",5
40636,professor,F,0,professor,0.9985,0.9989,-0.0004,"creative, phd, she, earned, tutors",5
4183,journalist,F,4,journalist,0.9817,0.9843,-0.0026,"writer, writing, publications, times, msnbc",5
74029,professor,M,0,professor,0.9984,0.9944,0.004,"environmental, history, research, activehistory, consequences",5
36066,journalist,M,4,journalist,0.9969,0.9829,0.014,"covered, variety, sports, authored, news",5
14092,professor,M,0,professor,0.9898,0.4143,0.5755,"disproportionate, research, include, interests, minority",5
5715,painter,M,11,painter,0.9947,0.9873,0.0074,"paintings, exhibitions, paintings, new, shown",5
33429,professor,M,0,professor,0.9924,0.8834,0.109,"tehran, ph, university, linguistics, received",5
67912,physician,M,1,physician,0.9887,0.9899,-0.0012,"dr, clinical, parkinson, interests, training",5
2076,professor,F,0,professor,0.8565,0.3136,0.5429,"narrative, published, interested, education, methodology",5
24607,filmmaker,M,14,filmmaker,0.9961,0.9152,0.081,"films, film, screened, animation, award",5
68747,attorney,M,2,attorney,0.9997,0.9996,0.0001,"attorney, criminal, attorney, utah, defense",5
35881,dentist,F,8,dentist,0.9875,0.5588,0.4287,"associated, dr, sandhya, clinic, kandivali",5
52567,photographer,F,3,photographer,0.996,0.7338,0.2622,"photographing, photography, practising, art, stunning",5
77797,professor,F,0,professor,0.9305,0.9175,0.013,"immunotherapy, immunotherapy, has, lymphoid, nih",5
88595,professor,F,0,professor,0.9886,0.9878,0.0008,"graduated, cardiology, medicine, cardiology, residency",5
86494,psychologist,F,6,psychologist,0.9994,0.0022,0.9971,"psychologist, in, experiences, doctors, especially",5
90729,professor,M,0,professor,0.9996,0.9994,0.0002,"ph, research, interests, publications, studies",5
22308,journalist,F,4,journalist,0.9834,0.9383,0.0451,"organisations, feminist, in, works, masters",5
93139,attorney,F,2,attorney,0.9998,0.9997,0.0001,"counsel, litigation, litigation, focuses, law",5
94587,professor,M,0,professor,0.9909,0.9847,0.0062,"author, studies, the, memory, bernard",5
44329,nurse,F,5,nurse,0.9997,0.4544,0.5453,"nurse, practitioner, experiences, graduated, she",5
28268,filmmaker,M,14,filmmaker,0.9865,0.8028,0.1838,"film, debut, has, directed, award",5
36863,psychologist,F,6,psychologist,0.9923,0.9494,0.0429,"psychology, clinical, psychology, doctorate, from",5
21705,professor,F,0,professor,0.6553,0.1469,0.5084,"programs, also, uplift, she, is",5
23419,photographer,M,3,photographer,0.995,0.6272,0.3678,"photography, photography, photos, photography, with",5
12822,professor,F,0,professor,0.8178,0.2151,0.6027,"phd, receiving, before, 1992, social",5
76369,professor,M,0,professor,0.7874,0.5669,0.2205,"publication, education, research, his, linguistics",5
90580,professor,F,0,professor,0.9953,0.8886,0.1067,"based, book, her, ashgate, dissertation",5
12023,dietitian,F,18,dietitian,0.9984,0.8851,0.1133,"nutrition, healthlinkbc, provides, nutrition, where",5
36518,physician,M,1,physician,0.9997,0.9577,0.0419,"md, 1588633150, alaska, professional, credentials",5
