profession,gender,token,count_topk,doc_freq,mean_attr,weighted_score
dentist,M,periodontal,1,1,2.1573535948991776,2.1573535948991776
dentist,M,general,3,3,0.652399480342865,1.957198441028595
dentist,M,orthodontic,1,1,1.8574235439300537,1.8574235439300537
dentist,M,family,2,2,0.9021661877632141,1.8043323755264282
dentist,M,appointment,3,3,0.5920626719792684,1.7761880159378052
dentist,M,cross/blue,3,3,0.5809203144162893,1.742760943248868
dentist,M,average,2,2,0.8085187822580338,1.6170375645160675
dentist,M,rehabilitation,1,1,1.6125858128070831,1.6125858128070831
dentist,M,currently,3,3,0.5303278962771097,1.5909836888313293
dentist,M,credentials,2,2,0.7515923082828522,1.5031846165657043
dentist,M,center,2,2,0.6928018629550934,1.3856037259101868
dentist,M,bangalore,1,1,1.3454148471355438,1.3454148471355438
dentist,M,medical,2,2,0.6697496175765991,1.3394992351531982
dentist,M,dr.b.r.ambedkar,1,1,1.2936306316405535,1.2936306316405535
dentist,M,"dentistry,dental",2,2,0.6386643555015326,1.277328711003065
dentist,M,carriers,2,2,0.6129409372806549,1.2258818745613098
dentist,M,"whitening,dental",1,1,1.2154293209314346,1.2154293209314346
dentist,M,residency,2,2,0.6023211479187012,1.2046422958374023
dentist,M,sandeep,1,1,1.1688815355300903,1.1688815355300903
dentist,M,gave,2,2,0.5725599527359009,1.1451199054718018
dentist,M,care,2,2,0.5653195269405842,1.1306390538811684
dentist,M,denticare,1,1,1.0688705258071423,1.0688705258071423
dentist,M,implant,1,1,1.050347089767456,1.050347089767456
dentist,M,giridhar@brookefield,1,1,1.0397649630904198,1.0397649630904198
dentist,M,health,2,2,0.5170178413391113,1.0340356826782227
dentist,M,speaks,2,2,0.5115371942520142,1.0230743885040283
dentist,M,blue,1,1,1.019162893295288,1.019162893295288
dentist,M,practice,2,2,0.4913918823003769,0.9827837646007538
dentist,M,ahuja,1,1,0.947859413921833,0.947859413921833
dentist,M,treatments,1,1,0.9137495160102844,0.9137495160102844
dentist,M,"extraction,cosmetic",1,1,0.8987426608800888,0.8987426608800888
dentist,M,english,1,1,0.8254888504743576,0.8254888504743576
dentist,M,salisbury,1,1,0.8007419109344482,0.8007419109344482
dentist,M,implants,1,1,0.7934357896447182,0.7934357896447182
dentist,M,expertise,1,1,0.7897512912750244,0.7897512912750244
dentist,M,therapy,1,1,0.7894094362854958,0.7894094362854958
dentist,M,caredash,2,2,0.39346098341047764,0.7869219668209553
dentist,M,d.m.d,1,1,0.782563578337431,0.782563578337431
dentist,M,surgeons,1,1,0.7387476488947868,0.7387476488947868
dentist,M,madhukar,1,1,0.7359542995691299,0.7359542995691299
dentist,M,canal,1,1,0.7345981001853943,0.7345981001853943
dentist,M,warring,1,1,0.6921452581882477,0.6921452581882477
dentist,M,services,1,1,0.6894630193710327,0.6894630193710327
dentist,M,enjoys,1,1,0.6697708368301392,0.6697708368301392
dentist,M,thukral's,1,1,0.6638416647911072,0.6638416647911072
dentist,M,bhati's,1,1,0.6457927040755749,0.6457927040755749
dentist,M,more,1,1,0.6130336225032806,0.6130336225032806
dentist,M,maxillofacial,1,1,0.5996234472841024,0.5996234472841024
dentist,M,m.d.s,1,1,0.5823344476521015,0.5823344476521015
dentist,M,dento,1,1,0.5822909325361252,0.5822909325361252
dentist,M,in-network,1,1,0.5808518379926682,0.5808518379926682
dentist,M,improve,1,1,0.5657817721366882,0.5657817721366882
dentist,M,fluoride,1,1,0.5605710744857788,0.5605710744857788
dentist,M,new,1,1,0.5588817596435547,0.5588817596435547
dentist,M,patient,1,1,0.5513289570808411,0.5513289570808411
dentist,M,offers,1,1,0.5490965247154236,0.5490965247154236
dentist,M,rating,1,1,0.5447964668273926,0.5447964668273926
dentist,M,etc,1,1,0.521294753998518,0.521294753998518
dentist,M,4.5,1,1,0.4917783588171005,0.4917783588171005
dentist,M,website,1,1,0.4747268855571747,0.4747268855571747
dentist,M,disease,1,1,0.4686742424964905,0.4686742424964905
dentist,M,uses,1,1,0.45931708812713623,0.45931708812713623
dentist,M,specializes,1,1,0.4333920180797577,0.4333920180797577
dentist,M,braces,1,1,0.43301595002412796,0.43301595002412796
dentist,M,essence,1,1,0.4296315312385559,0.4296315312385559
dentist,M,cosmetic,1,1,0.4187929956242442,0.4187929956242442
dentist,M,magazine,1,1,0.3965187296271324,0.3965187296271324
dentist,M,cutting-edge,1,1,0.39636529237031937,0.39636529237031937
dentist,M,received,1,1,0.3460349440574646,0.3460349440574646
dentist,M,office,1,1,0.2798256278038025,0.2798256278038025
dentist,M,since,1,1,0.26357704401016235,0.26357704401016235
dietitian,F,nutrition,34,22,1.2729187406709088,43.2792371828109
dietitian,F,professional,9,9,2.39546125382185,21.55915128439665
dietitian,F,dietitian,7,7,2.067480269819498,14.472361888736486
dietitian,F,nutritional,4,4,1.2577632665634155,5.031053066253662
dietitian,F,appointment,4,4,0.9610408619046211,3.8441634476184845
dietitian,F,dietitians,1,1,3.6114781498908997,3.6114781498908997
dietitian,F,food,4,4,0.7941614780575037,3.176645912230015
dietitian,F,metabolic,2,1,1.1786762923002243,2.3573525846004486
dietitian,F,diet,3,3,0.7419548233350118,2.2258644700050354
dietitian,F,patients,2,2,1.1087226271629333,2.2174452543258667
dietitian,F,diets,2,2,1.0198132395744324,2.0396264791488647
dietitian,F,digestive,1,1,1.8292546272277832,1.8292546272277832
dietitian,F,number,4,4,0.45369113981723785,1.8147645592689514
dietitian,F,counseling,2,2,0.840826291590929,1.681652583181858
dietitian,F,obesity,1,1,1.6629785895347595,1.6629785895347595
dietitian,F,working,2,2,0.7601443529129028,1.5202887058258057
dietitian,F,expertise,2,1,0.7566268146038055,1.513253629207611
dietitian,F,audiences,1,1,1.490325540304184,1.490325540304184
dietitian,F,call,3,3,0.476990540822347,1.430971622467041
dietitian,F,allergies,1,1,1.3329723179340363,1.3329723179340363
dietitian,F,microbiome,1,1,1.3163436651229858,1.3163436651229858
dietitian,F,requirements,1,1,1.2491214275360107,1.2491214275360107
dietitian,F,health,2,2,0.5941382646560669,1.1882765293121338
dietitian,F,works,1,1,1.1820275783538818,1.1820275783538818
dietitian,F,disease,1,1,1.0712299942970276,1.0712299942970276
dietitian,F,bodyâģļs,1,1,1.064330592751503,1.064330592751503
dietitian,F,carbs,1,1,1.0464662313461304,1.0464662313461304
dietitian,F,healthlinkbc,1,1,1.02682064473629,1.02682064473629
dietitian,F,tiffany,1,1,0.9946928136050701,0.9946928136050701
dietitian,F,helps,1,1,0.9822535514831543,0.9822535514831543
dietitian,F,training,1,1,0.9279931783676147,0.9279931783676147
dietitian,F,decisions,1,1,0.9258568435907364,0.9258568435907364
dietitian,F,clinical,1,1,0.9194791913032532,0.9194791913032532
dietitian,F,education,1,1,0.8693943023681641,0.8693943023681641
dietitian,F,cardiovascular,1,1,0.8439144492149353,0.8439144492149353
dietitian,F,treatment,1,1,0.8279950618743896,0.8279950618743896
dietitian,F,diseases,1,1,0.8270719051361084,0.8270719051361084
dietitian,F,feeding,1,1,0.7958941459655762,0.7958941459655762
dietitian,F,provides,1,1,0.7799758017063141,0.7799758017063141
dietitian,F,specialists,1,1,0.7602322101593018,0.7602322101593018
dietitian,F,clients,1,1,0.751024603843689,0.751024603843689
dietitian,F,helping,1,1,0.7088732719421387,0.7088732719421387
dietitian,F,medical,1,1,0.6978915929794312,0.6978915929794312
dietitian,F,people,1,1,0.6861792802810669,0.6861792802810669
dietitian,F,recommending,1,1,0.6791408061981201,0.6791408061981201
dietitian,F,dietetic,1,1,0.6787121966481209,0.6787121966481209
dietitian,F,etc,1,1,0.6684422492980957,0.6684422492980957
dietitian,F,louisiana,1,1,0.6228454113006592,0.6228454113006592
dietitian,F,dishes,1,1,0.5975086390972137,0.5975086390972137
dietitian,F,needs,1,1,0.5808747410774231,0.5808747410774231
dietitian,F,remedies,1,1,0.5494587384164333,0.5494587384164333
dietitian,F,dietitics,1,1,0.5426958799362183,0.5426958799362183
dietitian,F,autoimmunity,1,1,0.4662308469414711,0.4662308469414711
dietitian,F,enjoys,1,1,0.45146721601486206,0.45146721601486206
dietitian,F,basics,1,1,0.42522600293159485,0.42522600293159485
dietitian,F,group,1,1,0.4163719415664673,0.4163719415664673
dietitian,F,help,1,1,0.4135952591896057,0.4135952591896057
dietitian,F,herbal,1,1,0.37173277139663696,0.37173277139663696
dietitian,F,groups,1,1,0.3538750633597374,0.3538750633597374
dietitian,F,affiliates,1,1,0.33470940589904785,0.33470940589904785
dietitian,M,nutrition,2,2,1.196494298055768,2.392988596111536
dietitian,M,biotech,1,1,0.9885773062705994,0.9885773062705994
dietitian,M,people,1,1,0.8409302234649658,0.8409302234649658
dietitian,M,genetics,1,1,0.7340261042118073,0.7340261042118073
dietitian,M,specializes,1,1,0.7037285566329956,0.7037285566329956
dietitian,M,tilly,1,1,0.6331076622009277,0.6331076622009277
dietitian,M,expert,1,1,0.6254727840423584,0.6254727840423584
dietitian,M,clients,1,1,0.5954452753067017,0.5954452753067017
dietitian,M,energy,1,1,0.5686255693435669,0.5686255693435669
dietitian,M,lifestyles,1,1,0.5609651431441307,0.5609651431441307
dietitian,M,provider,1,1,0.5467615127563477,0.5467615127563477
dietitian,M,weight,1,1,0.4948410987854004,0.4948410987854004
dietitian,M,role,1,1,0.4701821208000183,0.4701821208000183
dietitian,M,health,1,1,0.46497923135757446,0.46497923135757446
filmmaker,F,film,16,13,0.8015858525177464,12.825373640283942
filmmaker,F,films,11,9,1.0616398318247362,11.678038150072098
filmmaker,F,filmmaking,3,3,2.3860580722490945,7.158174216747284
filmmaker,F,documentary,6,6,0.7013292714642981,4.207975628785789
filmmaker,F,feature,4,3,0.9194241762161255,3.677696704864502
filmmaker,F,directing,1,1,3.2123213708400726,3.2123213708400726
filmmaker,F,documentaries,2,2,1.2130368500947952,2.4260737001895905
filmmaker,F,filmmaker,2,2,1.108391985297203,2.216783970594406
filmmaker,F,directed,2,2,0.9946627616882324,1.9893255233764648
filmmaker,F,festival,4,3,0.4323449209332466,1.7293796837329865
filmmaker,F,videos,2,2,0.6564573403447866,1.3129146806895733
filmmaker,F,forthcoming,1,1,1.2213242053985596,1.2213242053985596
filmmaker,F,photography,1,1,1.1402239501476288,1.1402239501476288
filmmaker,F,projects,1,1,1.1097960472106934,1.1097960472106934
filmmaker,F,author,1,1,1.1059403121471405,1.1059403121471405
filmmaker,F,teaches,1,1,1.074448585510254,1.074448585510254
filmmaker,F,program,1,1,0.9865895658731461,0.9865895658731461
filmmaker,F,shot,1,1,0.9609962701797485,0.9609962701797485
filmmaker,F,making,1,1,0.9015768766403198,0.9015768766403198
filmmaker,F,experimental,1,1,0.8836884498596191,0.8836884498596191
filmmaker,F,short,1,1,0.8482402563095093,0.8482402563095093
filmmaker,F,educate,1,1,0.7877106666564941,0.7877106666564941
filmmaker,F,graduate,1,1,0.7654022574424744,0.7654022574424744
filmmaker,F,strategies,1,1,0.7493691444396973,0.7493691444396973
filmmaker,F,cliches,1,1,0.6727593019604683,0.6727593019604683
filmmaker,F,screenplay,1,1,0.6660026162862778,0.6660026162862778
filmmaker,F,communications,1,1,0.6656205058097839,0.6656205058097839
filmmaker,F,professor,1,1,0.6498891115188599,0.6498891115188599
filmmaker,F,addition,1,1,0.5738991498947144,0.5738991498947144
filmmaker,F,storytelling,1,1,0.5675549507141113,0.5675549507141113
filmmaker,F,production,1,1,0.5368645247071981,0.5368645247071981
filmmaker,F,underway,1,1,0.5290362536907196,0.5290362536907196
filmmaker,F,wemakemovies,1,1,0.5100659281015396,0.5100659281015396
filmmaker,F,productions,1,1,0.5063834190368652,0.5063834190368652
filmmaker,F,receptionist,1,1,0.48718975484371185,0.48718975484371185
filmmaker,F,femmes,1,1,0.47750116884708405,0.47750116884708405
filmmaker,F,parmarâģļs,1,1,0.4597941730171442,0.4597941730171442
filmmaker,F,enliven,1,1,0.45740513876080513,0.45740513876080513
filmmaker,F,sundance,1,1,0.45467567443847656,0.45467567443847656
filmmaker,F,limb,1,1,0.4533554445952177,0.4533554445952177
filmmaker,F,current,1,1,0.453166127204895,0.453166127204895
filmmaker,F,producer,1,1,0.4398876428604126,0.4398876428604126
filmmaker,F,editing,1,1,0.4371865391731262,0.4371865391731262
filmmaker,F,jigsaw,1,1,0.43105198442935944,0.43105198442935944
filmmaker,F,mannequins,1,1,0.4300998654216528,0.4300998654216528
filmmaker,F,toronto,1,1,0.3799760043621063,0.3799760043621063
filmmaker,F,aside,1,1,0.37138211727142334,0.37138211727142334
filmmaker,F,music,1,1,0.3688141405582428,0.3688141405582428
filmmaker,F,screen,1,1,0.32118507847189903,0.32118507847189903
filmmaker,M,film,33,26,0.8068470539468707,26.625952780246735
filmmaker,M,films,16,15,1.0696974750608206,17.11515960097313
filmmaker,M,filmmaker,5,5,1.355344869196415,6.776724345982075
filmmaker,M,filmmaking,2,2,2.4419080018997192,4.8838160037994385
filmmaker,M,feature,8,7,0.5762248262763023,4.609798610210419
filmmaker,M,andrew_kukura@outlook.com,1,1,4.556640287861228,4.556640287861228
filmmaker,M,directed,4,4,1.028888002038002,4.115552008152008
filmmaker,M,cinema,3,3,1.2861836502949398,3.858550950884819
filmmaker,M,documentary,5,5,0.6646219156682491,3.3231095783412457
filmmaker,M,videos,2,2,1.5157683193683624,3.031536638736725
filmmaker,M,movies,3,3,0.759128674864769,2.277386024594307
filmmaker,M,filmmakers,1,1,1.9629080295562744,1.9629080295562744
filmmaker,M,cinematographer,1,1,1.7552779465913773,1.7552779465913773
filmmaker,M,flat-out,1,1,1.6253350153565407,1.6253350153565407
filmmaker,M,festival,3,3,0.5401131614732245,1.6203394844196737
filmmaker,M,award,2,2,0.761999785900116,1.523999571800232
filmmaker,M,production,2,2,0.7572992742061615,1.514598548412323
filmmaker,M,festivals,2,2,0.7102756947278976,1.4205513894557953
filmmaker,M,filmography,1,1,1.316464215517044,1.316464215517044
filmmaker,M,cinematic,1,1,1.2861316204071045,1.2861316204071045
filmmaker,M,vietnam,1,1,1.2788432836532593,1.2788432836532593
filmmaker,M,editor,2,2,0.6391555070877075,1.278311014175415
filmmaker,M,producer,2,2,0.600340723991394,1.200681447982788
filmmaker,M,directing,2,2,0.5913080871105194,1.1826161742210388
filmmaker,M,studios,1,1,1.1193559169769287,1.1193559169769287
filmmaker,M,collective,2,1,0.5441473126411438,1.0882946252822876
filmmaker,M,artist,1,1,1.044098973274231,1.044098973274231
filmmaker,M,screenwriter,1,1,1.0163845717906952,1.0163845717906952
filmmaker,M,post-production,1,1,0.9555375892668962,0.9555375892668962
filmmaker,M,berlin,1,1,0.9428896605968475,0.9428896605968475
filmmaker,M,visual,2,2,0.4597300626337528,0.9194601252675056
filmmaker,M,directors,1,1,0.9067704789340496,0.9067704789340496
filmmaker,M,camera,1,1,0.9000746011734009,0.9000746011734009
filmmaker,M,cannes,1,1,0.8770029544830322,0.8770029544830322
filmmaker,M,collection,1,1,0.8670350909233093,0.8670350909233093
filmmaker,M,melodic,1,1,0.8565053939819336,0.8565053939819336
filmmaker,M,graduation,1,1,0.8509965986013412,0.8509965986013412
filmmaker,M,short,1,1,0.83931565284729,0.83931565284729
filmmaker,M,process,1,1,0.7880211472511292,0.7880211472511292
filmmaker,M,instagram,1,1,0.7797081470489502,0.7797081470489502
filmmaker,M,ambitious,1,1,0.7587699890136719,0.7587699890136719
filmmaker,M,co-director,1,1,0.728527843952179,0.728527843952179
filmmaker,M,tackles,1,1,0.7154719829559326,0.7154719829559326
filmmaker,M,director's,1,1,0.712827555835247,0.712827555835247
filmmaker,M,milan,1,1,0.7076689600944519,0.7076689600944519
filmmaker,M,director,1,1,0.7063015699386597,0.7063015699386597
filmmaker,M,segnocinema,1,1,0.6870181560516357,0.6870181560516357
filmmaker,M,documentaries,1,1,0.6861151456832886,0.6861151456832886
filmmaker,M,blog,1,1,0.6573995351791382,0.6573995351791382
filmmaker,M,winning,1,1,0.6490713953971863,0.6490713953971863
filmmaker,M,digital,1,1,0.5959927439689636,0.5959927439689636
filmmaker,M,media,1,1,0.5807958096265793,0.5807958096265793
filmmaker,M,uses,1,1,0.573804497718811,0.573804497718811
filmmaker,M,toronto,1,1,0.5592628419399261,0.5592628419399261
filmmaker,M,photos,1,1,0.5535339713096619,0.5535339713096619
filmmaker,M,serial,1,1,0.5517953932285309,0.5517953932285309
filmmaker,M,feature-filmmaking,1,1,0.5405358732677996,0.5405358732677996
filmmaker,M,starbucks,1,1,0.5303750038146973,0.5303750038146973
filmmaker,M,creates,1,1,0.5258943438529968,0.5258943438529968
filmmaker,M,inspiration,1,1,0.5184884071350098,0.5184884071350098
filmmaker,M,podcast,1,1,0.516936719417572,0.516936719417572
filmmaker,M,installation,1,1,0.49758899211883545,0.49758899211883545
filmmaker,M,entertainment,1,1,0.48407237976789474,0.48407237976789474
filmmaker,M,member,1,1,0.48294010758399963,0.48294010758399963
filmmaker,M,like,1,1,0.4647660255432129,0.4647660255432129
filmmaker,M,says,1,1,0.4640716202557087,0.4640716202557087
filmmaker,M,british,1,1,0.45753657817840576,0.45753657817840576
filmmaker,M,racism,1,1,0.45577724277973175,0.45577724277973175
filmmaker,M,international,1,1,0.4478689730167389,0.4478689730167389
filmmaker,M,underbelly,1,1,0.43667468428611755,0.43667468428611755
filmmaker,M,end,1,1,0.4135698527097702,0.4135698527097702
filmmaker,M,projects,1,1,0.41344624757766724,0.41344624757766724
filmmaker,M,genre,1,1,0.40848666429519653,0.40848666429519653
filmmaker,M,ethical,1,1,0.4008658528327942,0.4008658528327942
filmmaker,M,nomination,1,1,0.3949185758829117,0.3949185758829117
filmmaker,M,gericault,1,1,0.39323366805911064,0.39323366805911064
filmmaker,M,chip,1,1,0.38487619161605835,0.38487619161605835
filmmaker,M,york,1,1,0.3804495632648468,0.3804495632648468
filmmaker,M,medusa,1,1,0.3779970109462738,0.3779970109462738
filmmaker,M,event,1,1,0.37749240547418594,0.37749240547418594
filmmaker,M,composer,1,1,0.35972028970718384,0.35972028970718384
filmmaker,M,space,1,1,0.357806921005249,0.357806921005249
filmmaker,M,ambiguity,1,1,0.3533210754394531,0.3533210754394531
filmmaker,M,movie,1,1,0.346774622797966,0.346774622797966
filmmaker,M,interviewed,1,1,0.34650635719299316,0.34650635719299316
filmmaker,M,awards,1,1,0.3436392545700073,0.3436392545700073
filmmaker,M,life,1,1,0.34277378022670746,0.34277378022670746
filmmaker,M,einfeldt,1,1,0.330024104565382,0.330024104565382
filmmaker,M,mechanism,1,1,0.2871590256690979,0.2871590256690979
filmmaker,M,sony,1,1,0.2697896882891655,0.2697896882891655
journalist,F,journalism,14,13,1.7180349017892564,24.05248862504959
journalist,F,news,15,13,0.9260105855762959,13.890158783644438
journalist,F,journalist,7,7,1.7772543291960443,12.44078030437231
journalist,F,reporting,9,8,0.9450728661484189,8.50565579533577
journalist,F,journalists,3,3,2.3024006970226765,6.907202091068029
journalist,F,times,8,8,0.7172843071166426,5.738274456933141
journalist,F,editor,6,6,0.8388004675507545,5.032802805304527
journalist,F,media,6,6,0.8270824874440829,4.962494924664497
journalist,F,outlets,1,1,3.587693154811859,3.587693154811859
journalist,F,writing,5,5,0.697395708411932,3.48697854205966
journalist,F,reported,3,3,1.1180788675944011,3.354236602783203
journalist,F,articles,2,2,1.6730820536613464,3.346164107322693
journalist,F,covered,3,3,1.0697050392627716,3.209115117788315
journalist,F,cover,2,2,1.5572063326835632,3.1144126653671265
journalist,F,university,4,4,0.7326207892037928,2.9304831568151712
journalist,F,newspapers,3,3,0.8706646164258321,2.6119938492774963
journalist,F,graduated,3,3,0.8432108163833618,2.5296324491500854
journalist,F,publications,3,3,0.8392634689807892,2.5177904069423676
journalist,F,writer,4,4,0.6181301269680262,2.4725205078721046
journalist,F,book,4,3,0.559146604500711,2.236586418002844
journalist,F,reports,2,2,1.077726125717163,2.155452251434326
journalist,F,guardian,4,3,0.5214322386309505,2.085728954523802
journalist,F,reporter,2,2,1.0419945418834686,2.0839890837669373
journalist,F,communication,2,2,1.032898336648941,2.065796673297882
journalist,F,investigative,2,2,0.9626469612121582,1.9252939224243164
journalist,F,interviewed,1,1,1.8319687843322754,1.8319687843322754
journalist,F,communications,1,1,1.8149272203445435,1.8149272203445435
journalist,F,culture,2,2,0.9053921848535538,1.8107843697071075
journalist,F,writes,1,1,1.7834280729293823,1.7834280729293823
journalist,F,http://www.al-monitor.com/pulse/originals/2013/02/turkey-erdogan-pushes-family-planning-three-kid-policy.html,1,1,1.7764825636986643,1.7764825636986643
journalist,F,wired,2,2,0.868380218744278,1.736760437488556
journalist,F,written,3,3,0.5753821730613708,1.7261465191841125
journalist,F,hezbollah/amal,1,1,1.6656144093722105,1.6656144093722105
journalist,F,usatoday.com,1,1,1.6365916058421135,1.6365916058421135
journalist,F,magazine,3,3,0.5206457857663432,1.5619373572990298
journalist,F,covering,2,2,0.7624601721763611,1.5249203443527222
journalist,F,lives,3,3,0.5009150008360544,1.5027450025081635
journalist,F,montreal,1,1,1.499516636133194,1.499516636133194
journalist,F,hosted,1,1,1.489609718322754,1.489609718322754
journalist,F,column,2,2,0.7294208407402039,1.4588416814804077
journalist,F,story,2,2,0.7290163040161133,1.4580326080322266
journalist,F,stories,1,1,1.4508938789367676,1.4508938789367676
journalist,F,broadcast,1,1,1.4403107166290283,1.4403107166290283
journalist,F,cultureparty.wordpress.com,1,1,1.437741979956627,1.437741979956627
journalist,F,work,2,2,0.7187458872795105,1.437491774559021
journalist,F,freelance,2,2,0.717143326997757,1.434286653995514
journalist,F,agency,1,1,1.4303655102849007,1.4303655102849007
journalist,F,consommateurâģļs,1,1,1.3630058988928795,1.3630058988928795
journalist,F,bbc,3,3,0.44251391539971036,1.327541746199131
journalist,F,jessicaholland.eu,1,1,1.3152890279889107,1.3152890279889107
journalist,F,feature,1,1,1.270910620689392,1.270910620689392
journalist,F,press,2,2,0.6313585340976715,1.262717068195343
journalist,F,famous,1,1,1.24124276638031,1.24124276638031
journalist,F,australiaâģļs,1,1,1.2240444123744965,1.2240444123744965
journalist,F,intercept,1,1,1.2124348878860474,1.2124348878860474
journalist,F,previously,2,2,0.575882077217102,1.151764154434204
journalist,F,state-controlled,1,1,1.1476185880601406,1.1476185880601406
journalist,F,pro-lukashenka,1,1,1.144212532788515,1.144212532788515
journalist,F,career,1,1,1.1279443502426147,1.1279443502426147
journalist,F,correspondent,2,2,0.5556250289082527,1.1112500578165054
journalist,F,thelondonpaper,1,1,1.1059961318969727,1.1059961318969727
journalist,F,sports,2,2,0.548916682600975,1.09783336520195
journalist,F,http://blogs.parent24.com/veggietots,1,1,1.0879818676039577,1.0879818676039577
journalist,F,freelancers,1,1,1.0789863169193268,1.0789863169193268
journalist,F,chief,1,1,1.0619999170303345,1.0619999170303345
journalist,F,fellowships,1,1,1.043626070022583,1.043626070022583
journalist,F,consumerism,1,1,1.0045848488807678,1.0045848488807678
journalist,F,speakwithyourfood.blogspot.com,1,1,1.0017442554235458,1.0017442554235458
journalist,F,fileâģļs,1,1,0.9857010617852211,0.9857010617852211
journalist,F,football,1,1,0.9851464033126831,0.9851464033126831
journalist,F,author,1,1,0.9826809167861938,0.9826809167861938
journalist,F,both,1,1,0.9625697135925293,0.9625697135925293
journalist,F,mainstream,1,1,0.9577480554580688,0.9577480554580688
journalist,F,twitter,2,2,0.4771469831466675,0.954293966293335
journalist,F,political,2,2,0.4761847257614136,0.9523694515228271
journalist,F,starting,1,1,0.9506430625915527,0.9506430625915527
journalist,F,features,1,1,0.9482349157333374,0.9482349157333374
journalist,F,pulitzer,1,1,0.9455692768096924,0.9455692768096924
journalist,F,iraq,1,1,0.9335009157657623,0.9335009157657623
journalist,F,bestseller,1,1,0.9205078035593033,0.9205078035593033
journalist,F,afghanistan,1,1,0.9075335785746574,0.9075335785746574
journalist,F,food52âģļs,1,1,0.8798875473439693,0.8798875473439693
journalist,F,durban,1,1,0.8780420124530792,0.8780420124530792
journalist,F,interviews,1,1,0.8566088080406189,0.8566088080406189
journalist,F,vice,1,1,0.8506686370819807,0.8506686370819807
journalist,F,school,1,1,0.8497333526611328,0.8497333526611328
journalist,F,chronicle,1,1,0.8433199115097523,0.8433199115097523
journalist,F,award,1,1,0.8368307650089264,0.8368307650089264
journalist,F,graduate,1,1,0.8353701829910278,0.8353701829910278
journalist,F,served,1,1,0.8233436346054077,0.8233436346054077
journalist,F,e-news,1,1,0.8068893477320671,0.8068893477320671
journalist,F,indigenous,1,1,0.795439600944519,0.795439600944519
journalist,F,german,1,1,0.78912353515625,0.78912353515625
journalist,F,jihadist,1,1,0.7876344323158264,0.7876344323158264
journalist,F,grew,1,1,0.7871202826499939,0.7871202826499939
journalist,F,social,2,2,0.3920930176973343,0.7841860353946686
journalist,F,espn,1,1,0.7814905643463135,0.7814905643463135
journalist,F,print,1,1,0.7809289693832397,0.7809289693832397
journalist,F,india,1,1,0.7799149453639984,0.7799149453639984
journalist,F,alum,1,1,0.7691784501075745,0.7691784501075745
journalist,F,non-fiction,1,1,0.7560679987072945,0.7560679987072945
journalist,F,newspaper,1,1,0.7376476526260376,0.7376476526260376
journalist,F,paper,1,1,0.7311510443687439,0.7311510443687439
journalist,F,columns,1,1,0.7309008836746216,0.7309008836746216
journalist,F,rules,1,1,0.7229912281036377,0.7229912281036377
journalist,F,joining,1,1,0.7190105319023132,0.7190105319023132
journalist,F,fifa,1,1,0.7187122106552124,0.7187122106552124
journalist,F,interns,1,1,0.7140724062919617,0.7140724062919617
journalist,F,editoreditorialsforumsnashville,1,1,0.7092627456877381,0.7092627456877381
journalist,F,newsnation,1,1,0.706570215523243,0.706570215523243
journalist,F,investigating,1,1,0.7049523591995239,0.7049523591995239
journalist,F,enews,1,1,0.6963295787572861,0.6963295787572861
journalist,F,food,1,1,0.6953848898410797,0.6953848898410797
journalist,F,weekly,1,1,0.6928240656852722,0.6928240656852722
journalist,F,content,1,1,0.6842087507247925,0.6842087507247925
journalist,F,syria,1,1,0.6703397259116173,0.6703397259116173
journalist,F,gastronomica,1,1,0.6624014750123024,0.6624014750123024
journalist,F,college,1,1,0.6608571857213974,0.6608571857213974
journalist,F,york,1,1,0.6595110297203064,0.6595110297203064
journalist,F,abc,2,2,0.32914721965789795,0.6582944393157959
journalist,F,einkaufsrevolution,1,1,0.6557245925068855,0.6557245925068855
journalist,F,francisco,1,1,0.6495259404182434,0.6495259404182434
journalist,F,anti-competitive,1,1,0.6492051035165787,0.6492051035165787
journalist,F,extensively,1,1,0.6370667219161987,0.6370667219161987
journalist,F,chefs,1,1,0.6370221972465515,0.6370221972465515
journalist,F,covers,1,1,0.6345176100730896,0.6345176100730896
journalist,F,indian,1,1,0.6341286897659302,0.6341286897659302
journalist,F,feminist,1,1,0.6330180168151855,0.6330180168151855
journalist,F,wrote,1,1,0.6315358281135559,0.6315358281135559
journalist,F,fusion,1,1,0.6263323575258255,0.6263323575258255
journalist,F,junior,1,1,0.6223373413085938,0.6223373413085938
journalist,F,cannabis,1,1,0.6202895045280457,0.6202895045280457
journalist,F,documentary,1,1,0.6183722019195557,0.6183722019195557
journalist,F,activist,1,1,0.611609697341919,0.611609697341919
journalist,F,organisation,1,1,0.6098061203956604,0.6098061203956604
journalist,F,number,1,1,0.6068652272224426,0.6068652272224426
journalist,F,video,1,1,0.6045424938201904,0.6045424938201904
journalist,F,uberâģļs,1,1,0.5944100022315979,0.5944100022315979
journalist,F,economist,1,1,0.5920278504490852,0.5920278504490852
journalist,F,civic,1,1,0.5868631601333618,0.5868631601333618
journalist,F,dawn,1,1,0.5837116241455078,0.5837116241455078
journalist,F,lived,1,1,0.5827584639191628,0.5827584639191628
journalist,F,audience,1,1,0.5791112780570984,0.5791112780570984
journalist,F,based,1,1,0.5777700543403625,0.5777700543403625
journalist,F,range,1,1,0.5773640871047974,0.5773640871047974
