id,profession,profession_stored,gender,swap_direction,n_tokens_swapped,pred_label_stored,pred_label_original_fresh,stored_fresh_agree,pred_label_swapped,pred_flipped,pred_prob_original_class_original,pred_prob_original_class_after_swap,pred_prob_swapped_top,prob_drop
79600,filmmaker,filmmaker,M,M→F,5,filmmaker,filmmaker,True,filmmaker,False,0.9856,0.9841,0.9841,0.0015000000000000568
66457,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9761,0.9872,0.9872,-0.011099999999999999
19907,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9996,0.9997,0.9997,-9.999999999998899e-05
25606,journalist,journalist,F,F→M,3,journalist,journalist,True,journalist,False,0.7325,0.678,0.678,0.05449999999999999
46063,filmmaker,filmmaker,F,F→M,4,filmmaker,filmmaker,True,filmmaker,False,0.9939,0.9946,0.9946,-0.0007000000000000339
82848,attorney,attorney,M,M→F,3,attorney,attorney,True,attorney,False,0.9996,0.9996,0.9996,0.0
57242,journalist,journalist,M,M→F,4,journalist,journalist,True,journalist,False,0.9983,0.9988,0.9988,-0.000500000000000056
29759,surgeon,surgeon,M,M→F,5,surgeon,surgeon,True,surgeon,False,0.9918,0.9872,0.9872,0.0046000000000000485
28025,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9997,0.9998,0.9998,-9.999999999998899e-05
2878,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9997,0.9997,0.9997,0.0
36532,dietitian,dietitian,F,F→M,1,dietitian,dietitian,True,dietitian,False,0.9985,0.9985,0.9985,0.0
94939,surgeon,surgeon,M,M→F,2,surgeon,surgeon,True,surgeon,False,0.999,0.999,0.999,0.0
85031,photographer,photographer,F,F→M,2,photographer,photographer,True,photographer,False,0.9981,0.9973,0.9973,0.0008000000000000229
29515,photographer,photographer,M,M→F,3,photographer,photographer,True,photographer,False,0.9977,0.9976,0.9976,9.999999999998899e-05
60123,nurse,nurse,M,M→F,2,nurse,nurse,True,nurse,False,0.9903,0.9877,0.9877,0.0025999999999999357
87861,physician,physician,M,M→F,4,physician,physician,True,physician,False,0.8821,0.9675,0.9675,-0.08540000000000003
7856,poet,poet,M,M→F,9,poet,poet,True,poet,False,0.9947,0.9946,0.9946,9.999999999998899e-05
6655,surgeon,surgeon,M,M→F,4,surgeon,surgeon,True,physician,True,0.5131,0.457,0.5404,0.05609999999999998
85177,nurse,nurse,F,F→M,1,nurse,nurse,True,physician,True,0.4834,0.011,0.5987,0.4724
43831,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9993,0.9993,0.9993,0.0
30012,dentist,dentist,M,M→F,4,dentist,dentist,True,dentist,False,0.9981,0.9979,0.9979,0.00019999999999997797
56328,physician,physician,M,M→F,2,physician,physician,True,nurse,True,0.8931,0.3688,0.621,0.5243
29403,professor,professor,F,F→M,6,professor,professor,True,professor,False,0.9924,0.9889,0.9889,0.0034999999999999476
95197,photographer,photographer,M,M→F,6,photographer,photographer,True,photographer,False,0.9928,0.9889,0.9889,0.0039000000000000146
89401,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
51435,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
52937,psychologist,psychologist,M,M→F,2,psychologist,psychologist,True,psychologist,False,0.9988,0.9987,0.9987,9.999999999998899e-05
29236,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9997,0.9997,0.9997,0.0
34825,dentist,dentist,M,M→F,1,dentist,dentist,True,dentist,False,0.9886,0.9844,0.9844,0.0041999999999999815
78327,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9903,0.9894,0.9894,0.0009000000000000119
93723,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.996,0.9958,0.9958,0.00019999999999997797
75691,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9568,0.9755,0.9755,-0.01870000000000005
92636,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.999,0.9989,0.9989,9.999999999998899e-05
31199,dentist,dentist,F,F→M,3,dentist,dentist,True,dentist,False,0.9987,0.9988,0.9988,-9.999999999998899e-05
38464,teacher,teacher,F,F→M,4,teacher,teacher,True,teacher,False,0.8727,0.8378,0.8378,0.03490000000000004
50763,software engineer,software engineer,M,M→F,3,software engineer,software engineer,True,software engineer,False,0.9725,0.9785,0.9785,-0.006000000000000005
18312,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.5299,0.8767,0.8767,-0.3468
71970,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9876,0.9877,0.9877,-9.999999999998899e-05
78380,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.5614,0.3595,0.3595,0.20190000000000002
60161,journalist,journalist,F,F→M,3,journalist,journalist,True,journalist,False,0.999,0.9989,0.9989,9.999999999998899e-05
82402,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9979,0.9983,0.9983,-0.00039999999999995595
14691,poet,poet,M,M→F,2,poet,poet,True,poet,False,0.9535,0.9461,0.9461,0.007399999999999962
91561,professor,professor,F,F→M,7,professor,professor,True,professor,False,0.7308,0.7961,0.7961,-0.06530000000000002
6664,photographer,photographer,M,M→F,1,photographer,photographer,True,photographer,False,0.9959,0.9967,0.9967,-0.0008000000000000229
13852,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9996,0.9996,0.9996,0.0
84153,psychologist,psychologist,F,F→M,2,psychologist,psychologist,True,psychologist,False,0.9984,0.9987,0.9987,-0.000300000000000078
52651,journalist,journalist,M,M→F,2,journalist,journalist,True,journalist,False,0.9893,0.9928,0.9928,-0.0035000000000000586
22417,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9997,0.9997,0.9997,0.0
84895,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9867,0.9874,0.9874,-0.0007000000000000339
11717,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9994,0.999,0.999,0.00039999999999995595
59641,nurse,nurse,F,F→M,2,nurse,nurse,True,nurse,False,0.9923,0.9881,0.9881,0.0041999999999999815
52246,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9939,0.9888,0.9888,0.005099999999999993
94896,surgeon,surgeon,M,M→F,1,surgeon,surgeon,True,professor,True,0.5185,0.429,0.5195,0.08949999999999997
39234,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.994,0.9923,0.9923,0.0017000000000000348
78969,teacher,teacher,F,F→M,6,teacher,teacher,True,teacher,False,0.7882,0.8456,0.8456,-0.05740000000000001
86259,teacher,teacher,F,F→M,3,teacher,teacher,True,teacher,False,0.7994,0.6338,0.6338,0.16559999999999997
85634,architect,architect,M,M→F,2,architect,architect,True,architect,False,0.9977,0.9974,0.9974,0.000300000000000078
82926,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9948,0.99,0.99,0.0048000000000000265
32501,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9997,0.9997,0.9997,0.0
34205,poet,poet,F,F→M,5,poet,poet,True,poet,False,0.9882,0.9888,0.9888,-0.0006000000000000449
65797,journalist,journalist,M,M→F,3,journalist,journalist,True,journalist,False,0.9771,0.9864,0.9864,-0.009300000000000086
58689,photographer,photographer,M,M→F,10,photographer,photographer,True,photographer,False,0.996,0.9968,0.9968,-0.0008000000000000229
86967,journalist,journalist,M,M→F,2,journalist,journalist,True,journalist,False,0.9956,0.9976,0.9976,-0.0020000000000000018
86329,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.725,0.8998,0.8998,-0.17480000000000007
26151,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9977,0.9981,0.9981,-0.00039999999999995595
60167,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9997,0.9997,0.9997,0.0
25483,teacher,teacher,M,M→F,2,teacher,teacher,True,teacher,False,0.8296,0.9144,0.9144,-0.08479999999999999
23270,nurse,nurse,F,F→M,2,nurse,nurse,True,nurse,False,0.9792,0.9547,0.9547,0.024499999999999966
52297,physician,physician,M,M→F,3,physician,physician,True,physician,False,0.9998,0.9998,0.9998,0.0
6860,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9997,0.9997,0.9997,0.0
199,professor,professor,F,F→M,5,professor,professor,True,professor,False,0.9983,0.9985,0.9985,-0.000200000000000089
76157,photographer,photographer,F,F→M,3,photographer,photographer,True,photographer,False,0.9767,0.9948,0.9948,-0.018100000000000005
7540,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9987,0.9989,0.9989,-0.00019999999999997797
3207,physician,physician,M,M→F,4,physician,physician,True,physician,False,0.9937,0.9976,0.9976,-0.0039000000000000146
38122,physician,physician,M,M→F,3,physician,physician,True,physician,False,0.9998,0.9998,0.9998,0.0
53129,nurse,nurse,M,M→F,3,nurse,nurse,True,nurse,False,0.9886,0.9943,0.9943,-0.005699999999999927
72555,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9998,0.9998,0.9998,0.0
72583,architect,architect,M,M→F,3,architect,architect,True,architect,False,0.9369,0.9243,0.9243,0.012599999999999945
79884,physician,physician,F,F→M,3,physician,physician,True,physician,False,0.9998,0.9998,0.9998,0.0
76575,teacher,teacher,M,M→F,1,teacher,teacher,True,teacher,False,0.9097,0.9536,0.9536,-0.04390000000000005
83665,attorney,attorney,F,F→M,1,attorney,attorney,True,attorney,False,0.9996,0.9997,0.9997,-9.999999999998899e-05
10587,composer,composer,F,F→M,3,composer,composer,True,composer,False,0.9947,0.9946,0.9946,9.999999999998899e-05
47866,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9997,0.9997,0.9997,0.0
313,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9998,0.9998,0.9998,0.0
87658,model,model,F,F→M,3,model,model,True,software engineer,True,0.3683,0.0642,0.5923,0.30410000000000004
527,professor,professor,F,F→M,5,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
27434,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9997,0.9997,0.9997,0.0
10082,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9774,0.9711,0.9711,0.006300000000000083
75175,physician,physician,M,M→F,2,physician,physician,True,physician,False,0.9996,0.9995,0.9995,9.999999999998899e-05
86883,dentist,dentist,M,M→F,4,dentist,dentist,True,dentist,False,0.6401,0.8485,0.8485,-0.20840000000000003
70995,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9724,0.9897,0.9897,-0.017299999999999982
37066,attorney,attorney,M,M→F,3,attorney,attorney,True,attorney,False,0.9994,0.9995,0.9995,-0.00010000000000010001
75949,teacher,teacher,M,M→F,3,teacher,teacher,True,teacher,False,0.999,0.9989,0.9989,9.999999999998899e-05
78990,architect,architect,M,M→F,2,architect,architect,True,software engineer,True,0.6056,0.4734,0.5217,0.13220000000000004
82304,dentist,dentist,M,M→F,1,dentist,dentist,True,dentist,False,0.9224,0.9496,0.9496,-0.027200000000000002
5058,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9998,0.9998,0.9998,0.0
57502,psychologist,psychologist,F,F→M,2,psychologist,psychologist,True,journalist,True,0.3764,0.2481,0.5605,0.12830000000000003
41823,model,model,F,F→M,3,model,model,True,model,False,0.9958,0.9855,0.9855,0.010299999999999976
28206,attorney,attorney,F,F→M,3,attorney,attorney,True,attorney,False,0.998,0.998,0.998,0.0
39579,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
69270,physician,physician,M,M→F,2,physician,physician,True,physician,False,0.9835,0.9949,0.9949,-0.011399999999999966
61835,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9998,0.9998,0.9998,0.0
62639,journalist,journalist,M,M→F,2,journalist,journalist,True,journalist,False,0.996,0.9966,0.9966,-0.0006000000000000449
93365,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9993,0.9994,0.9994,-9.999999999998899e-05
16315,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9951,0.995,0.995,9.999999999998899e-05
57070,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
57612,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9994,0.9995,0.9995,-0.00010000000000010001
47862,photographer,photographer,F,F→M,4,photographer,photographer,True,photographer,False,0.9946,0.9943,0.9943,0.000300000000000078
5869,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9995,0.9996,0.9996,-9.999999999998899e-05
79826,photographer,photographer,M,M→F,8,photographer,photographer,True,photographer,False,0.9969,0.9968,0.9968,9.999999999998899e-05
16505,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
55992,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9566,0.9723,0.9723,-0.015700000000000047
39707,nurse,nurse,F,F→M,3,nurse,nurse,True,nurse,False,0.8228,0.5427,0.5427,0.2801
82386,architect,architect,F,F→M,1,architect,architect,True,architect,False,0.9938,0.9959,0.9959,-0.0020999999999999908
31942,dentist,dentist,F,F→M,1,dentist,dentist,True,dentist,False,0.9285,0.9211,0.9211,0.007399999999999962
14518,photographer,photographer,F,F→M,5,photographer,photographer,True,photographer,False,0.9987,0.9986,0.9986,9.999999999998899e-05
6952,professor,professor,M,M→F,6,professor,professor,True,professor,False,0.9957,0.9963,0.9963,-0.0005999999999999339
29369,professor,professor,F,F→M,6,professor,professor,True,professor,False,0.9986,0.998,0.998,0.0006000000000000449
56991,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9993,0.9995,0.9995,-0.000200000000000089
45248,psychologist,psychologist,M,M→F,3,psychologist,psychologist,True,psychologist,False,0.9376,0.9353,0.9353,0.0022999999999999687
44868,physician,physician,M,M→F,2,physician,physician,True,physician,False,0.9914,0.9934,0.9934,-0.0020000000000000018
