id,profession,profession_stored,gender,swap_direction,n_tokens_swapped,pred_label_stored,pred_label_original_fresh,stored_fresh_agree,pred_label_swapped,pred_flipped,pred_prob_original_class_original,pred_prob_original_class_after_swap,pred_prob_swapped_top,prob_drop
4602,physician,physician,F,F→M,3,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
49360,psychologist,psychologist,M,M→F,2,psychologist,psychologist,True,psychologist,False,0.8107,0.8794,0.8794,-0.06869999999999998
42951,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.977,0.9908,0.9908,-0.013800000000000034
77124,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9989,0.9989,0.9989,0.0
39711,dentist,dentist,M,M→F,3,dentist,dentist,True,dentist,False,0.9985,0.9985,0.9985,0.0
30282,psychologist,psychologist,M,M→F,2,psychologist,psychologist,True,psychologist,False,0.4372,0.6201,0.6201,-0.1829
33409,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9945,0.9961,0.9961,-0.0015999999999999348
36561,model,model,M,M→F,3,model,model,True,model,False,0.9988,0.9989,0.9989,-9.999999999998899e-05
10637,poet,poet,M,M→F,2,poet,poet,True,professor,True,0.3981,0.254,0.5528,0.1441
24817,journalist,journalist,F,F→M,5,journalist,journalist,True,journalist,False,0.9383,0.8878,0.8878,0.05049999999999999
31505,software engineer,software engineer,M,M→F,2,software engineer,software engineer,True,software engineer,False,0.9453,0.958,0.958,-0.012699999999999934
58312,journalist,journalist,F,F→M,9,journalist,journalist,True,journalist,False,0.9979,0.9978,0.9978,9.999999999998899e-05
42143,psychologist,psychologist,M,M→F,1,psychologist,psychologist,True,psychologist,False,0.9973,0.9972,0.9972,9.999999999998899e-05
4145,attorney,attorney,F,F→M,2,attorney,attorney,True,attorney,False,0.9777,0.9768,0.9768,0.0009000000000000119
64458,photographer,photographer,M,M→F,3,photographer,photographer,True,photographer,False,0.9828,0.9848,0.9848,-0.0020000000000000018
74377,surgeon,surgeon,M,M→F,4,surgeon,surgeon,True,nurse,True,0.3677,0.0182,0.5188,0.34950000000000003
20281,professor,professor,M,M→F,7,professor,professor,True,professor,False,0.9958,0.9968,0.9968,-0.0010000000000000009
55020,photographer,photographer,M,M→F,4,photographer,photographer,True,photographer,False,0.9222,0.5524,0.5524,0.3698
74809,psychologist,psychologist,F,F→M,1,psychologist,psychologist,True,psychologist,False,0.9951,0.9964,0.9964,-0.0012999999999999678
27933,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9989,0.9989,0.9989,0.0
11662,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
83094,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9992,0.9991,0.9991,9.999999999998899e-05
42156,physician,physician,M,M→F,4,physician,physician,True,physician,False,0.9374,0.9788,0.9788,-0.04139999999999999
79286,nurse,nurse,F,F→M,5,nurse,nurse,True,nurse,False,0.9915,0.9916,0.9916,-9.999999999998899e-05
43044,photographer,photographer,F,F→M,7,photographer,photographer,True,photographer,False,0.9833,0.9879,0.9879,-0.0046000000000000485
79135,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
17636,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9988,0.9988,0.9988,0.0
54221,poet,poet,M,M→F,3,poet,poet,True,poet,False,0.9797,0.9582,0.9582,0.021499999999999964
73575,photographer,photographer,M,M→F,3,photographer,photographer,True,photographer,False,0.9948,0.9948,0.9948,0.0
13578,journalist,journalist,M,M→F,1,journalist,journalist,True,journalist,False,0.7938,0.8438,0.8438,-0.050000000000000044
5448,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9977,0.9976,0.9976,9.999999999998899e-05
80601,architect,architect,M,M→F,3,architect,architect,True,architect,False,0.9168,0.8829,0.8829,0.03389999999999993
43877,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9927,0.9901,0.9901,0.0026000000000000467
44557,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
61558,architect,architect,M,M→F,2,architect,architect,True,architect,False,0.8377,0.7473,0.7473,0.09040000000000004
12480,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.8168,0.8379,0.8379,-0.021100000000000008
37372,dentist,dentist,F,F→M,2,dentist,dentist,True,dentist,False,0.9878,0.9757,0.9757,0.0121
48225,surgeon,surgeon,F,F→M,4,surgeon,surgeon,True,surgeon,False,0.9023,0.9298,0.9298,-0.02749999999999997
35423,composer,composer,F,F→M,1,composer,composer,True,composer,False,0.7941,0.8154,0.8154,-0.021299999999999986
4598,teacher,teacher,M,M→F,1,teacher,teacher,True,teacher,False,0.9963,0.9969,0.9969,-0.0006000000000000449
76006,journalist,journalist,F,F→M,3,journalist,journalist,True,journalist,False,0.9968,0.9961,0.9961,0.0007000000000000339
52486,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9993,0.9993,0.9993,0.0
702,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9835,0.9881,0.9881,-0.0045999999999999375
71994,journalist,journalist,F,F→M,1,journalist,journalist,True,journalist,False,0.9975,0.9972,0.9972,0.000300000000000078
29015,attorney,attorney,F,F→M,1,attorney,attorney,True,attorney,False,0.9994,0.9994,0.9994,0.0
93020,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
24289,professor,professor,F,F→M,6,professor,professor,True,professor,False,0.9991,0.9991,0.9991,0.0
85541,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9989,0.9988,0.9988,9.999999999998899e-05
42719,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9993,0.9993,0.9993,0.0
50174,architect,architect,F,F→M,4,architect,architect,True,architect,False,0.9948,0.9948,0.9948,0.0
14729,psychologist,psychologist,M,M→F,2,psychologist,psychologist,True,psychologist,False,0.9866,0.9843,0.9843,0.0023000000000000798
84291,physician,physician,M,M→F,2,physician,physician,True,physician,False,0.9491,0.6103,0.6103,0.3388000000000001
11815,journalist,journalist,F,F→M,2,journalist,journalist,True,journalist,False,0.9972,0.9961,0.9961,0.0010999999999999899
65795,professor,professor,F,F→M,5,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
70364,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9936,0.992,0.992,0.0016000000000000458
22347,journalist,journalist,F,F→M,1,journalist,journalist,True,journalist,False,0.9971,0.995,0.995,0.0020999999999999908
39122,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9443,0.9046,0.9046,0.03970000000000007
31046,model,model,F,F→M,4,model,model,True,model,False,0.9989,0.9989,0.9989,0.0
33201,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9977,0.9978,0.9978,-9.999999999998899e-05
34406,physician,physician,M,M→F,4,physician,physician,True,physician,False,0.9128,0.9686,0.9686,-0.05580000000000007
74946,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9856,0.9859,0.9859,-0.00029999999999996696
84715,architect,architect,F,F→M,6,architect,architect,True,architect,False,0.9967,0.9963,0.9963,0.00040000000000006697
11351,painter,painter,M,M→F,3,painter,painter,True,painter,False,0.8664,0.8924,0.8924,-0.026000000000000023
436,physician,physician,M,M→F,4,physician,physician,True,physician,False,0.9966,0.9986,0.9986,-0.0020000000000000018
6302,physician,physician,M,M→F,1,physician,physician,True,nurse,True,0.6836,0.2006,0.7857,0.483
72269,physician,physician,M,M→F,6,physician,physician,True,physician,False,0.6405,0.5468,0.5468,0.0937
24338,journalist,journalist,F,F→M,1,journalist,journalist,True,journalist,False,0.9865,0.9793,0.9793,0.007200000000000095
55848,dentist,dentist,M,M→F,1,dentist,dentist,True,dentist,False,0.9858,0.9895,0.9895,-0.0037000000000000366
79663,journalist,journalist,F,F→M,2,journalist,journalist,True,journalist,False,0.9911,0.9692,0.9692,0.02190000000000003
50546,nurse,nurse,F,F→M,5,nurse,nurse,True,nurse,False,0.9986,0.9976,0.9976,0.0010000000000000009
19540,physician,physician,M,M→F,3,physician,physician,True,physician,False,0.8882,0.9565,0.9565,-0.06830000000000003
30143,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9969,0.9966,0.9966,0.00029999999999996696
88326,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9428,0.945,0.945,-0.0021999999999999797
42175,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9991,0.9991,0.9991,0.0
16410,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
16813,accountant,accountant,F,F→M,1,accountant,accountant,True,accountant,False,0.994,0.992,0.992,0.0020000000000000018
2321,architect,architect,F,F→M,1,architect,architect,True,architect,False,0.9865,0.9871,0.9871,-0.0005999999999999339
61142,physician,physician,F,F→M,3,physician,physician,True,physician,False,0.9853,0.9508,0.9508,0.034499999999999975
52916,attorney,attorney,M,M→F,5,attorney,attorney,True,attorney,False,0.9989,0.9988,0.9988,9.999999999998899e-05
53976,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.994,0.9932,0.9932,0.0008000000000000229
51899,photographer,photographer,F,F→M,6,photographer,photographer,True,photographer,False,0.9975,0.9974,0.9974,0.00010000000000010001
47145,surgeon,surgeon,M,M→F,1,surgeon,surgeon,True,surgeon,False,0.6465,0.5084,0.5084,0.1381
94259,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
46960,journalist,journalist,M,M→F,3,journalist,journalist,True,journalist,False,0.9963,0.9971,0.9971,-0.0008000000000000229
93000,attorney,attorney,M,M→F,1,attorney,attorney,True,attorney,False,0.9952,0.9957,0.9957,-0.000500000000000056
46505,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
68349,physician,physician,F,F→M,4,physician,physician,True,physician,False,0.9567,0.9112,0.9112,0.045499999999999985
42600,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
30588,professor,professor,F,F→M,5,professor,professor,True,professor,False,0.7106,0.7821,0.7821,-0.07150000000000001
40257,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9989,0.9986,0.9986,0.00029999999999996696
66822,accountant,accountant,M,M→F,2,accountant,accountant,True,accountant,False,0.998,0.998,0.998,0.0
41479,physician,physician,M,M→F,2,physician,physician,True,physician,False,0.9993,0.9994,0.9994,-9.999999999998899e-05
22425,accountant,accountant,M,M→F,1,accountant,accountant,True,accountant,False,0.9958,0.9961,0.9961,-0.00029999999999996696
11945,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.5404,0.5726,0.5726,-0.032200000000000006
89703,attorney,attorney,F,F→M,4,attorney,attorney,True,attorney,False,0.9991,0.999,0.999,9.999999999998899e-05
85218,filmmaker,filmmaker,M,M→F,2,filmmaker,filmmaker,True,filmmaker,False,0.9868,0.9896,0.9896,-0.0028000000000000247
51511,composer,composer,M,M→F,2,composer,composer,True,composer,False,0.9902,0.9915,0.9915,-0.0013000000000000789
47791,software engineer,software engineer,M,M→F,1,software engineer,software engineer,True,software engineer,False,0.6467,0.795,0.795,-0.1483
45238,attorney,attorney,M,M→F,1,attorney,attorney,True,attorney,False,0.9995,0.9995,0.9995,0.0
79600,filmmaker,filmmaker,M,M→F,5,filmmaker,filmmaker,True,filmmaker,False,0.9862,0.9867,0.9867,-0.000500000000000056
66457,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9909,0.9927,0.9927,-0.0018000000000000238
19907,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
25606,psychologist,psychologist,F,F→M,3,psychologist,psychologist,True,psychologist,False,0.9869,0.9909,0.9909,-0.0040000000000000036
46063,filmmaker,filmmaker,F,F→M,4,filmmaker,filmmaker,True,filmmaker,False,0.9946,0.9949,0.9949,-0.00029999999999996696
82848,attorney,attorney,M,M→F,3,attorney,attorney,True,attorney,False,0.9993,0.9992,0.9992,9.999999999998899e-05
57242,journalist,journalist,M,M→F,4,journalist,journalist,True,journalist,False,0.9968,0.9974,0.9974,-0.0005999999999999339
29759,surgeon,surgeon,M,M→F,5,surgeon,surgeon,True,surgeon,False,0.8775,0.855,0.855,0.022499999999999964
28025,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9993,0.9993,0.9993,0.0
2878,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
36532,dietitian,dietitian,F,F→M,1,dietitian,dietitian,True,dietitian,False,0.9988,0.9988,0.9988,0.0
94939,surgeon,surgeon,M,M→F,2,surgeon,surgeon,True,surgeon,False,0.9983,0.9982,0.9982,9.999999999998899e-05
85031,photographer,photographer,F,F→M,2,photographer,photographer,True,photographer,False,0.9937,0.9921,0.9921,0.0016000000000000458
29515,photographer,photographer,M,M→F,3,photographer,photographer,True,photographer,False,0.9972,0.9972,0.9972,0.0
60123,nurse,nurse,M,M→F,2,nurse,nurse,True,nurse,False,0.9647,0.9729,0.9729,-0.008199999999999985
87861,physician,physician,M,M→F,4,physician,physician,True,physician,False,0.8219,0.9037,0.9037,-0.08179999999999998
7856,poet,poet,M,M→F,9,poet,poet,True,poet,False,0.9918,0.9914,0.9914,0.00040000000000006697
6655,physician,physician,M,M→F,4,physician,physician,True,physician,False,0.5079,0.5932,0.5932,-0.08529999999999993
85177,physician,physician,F,F→M,1,physician,physician,True,physician,False,0.6644,0.5642,0.5642,0.10019999999999996
43831,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9977,0.9977,0.9977,0.0
30012,dentist,dentist,M,M→F,4,dentist,dentist,True,dentist,False,0.9981,0.9984,0.9984,-0.00029999999999996696
56328,physician,physician,M,M→F,2,physician,physician,True,nurse,True,0.8493,0.3001,0.6274,0.5492000000000001
29403,professor,professor,F,F→M,6,professor,professor,True,professor,False,0.8892,0.8891,0.8891,9.999999999998899e-05
95197,photographer,photographer,M,M→F,6,photographer,photographer,True,photographer,False,0.9944,0.9948,0.9948,-0.00040000000000006697
89401,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9989,0.9989,0.9989,0.0
51435,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
52937,psychologist,psychologist,M,M→F,2,psychologist,psychologist,True,psychologist,False,0.9985,0.9986,0.9986,-9.999999999998899e-05
29236,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.999,0.9991,0.9991,-9.999999999998899e-05
34825,dentist,dentist,M,M→F,1,dentist,dentist,True,dentist,False,0.99,0.9883,0.9883,0.0017000000000000348
78327,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9966,0.996,0.996,0.0006000000000000449
93723,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9974,0.9977,0.9977,-0.000300000000000078
75691,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9903,0.9896,0.9896,0.0006999999999999229
92636,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9966,0.9958,0.9958,0.0008000000000000229
31199,dentist,dentist,F,F→M,3,dentist,dentist,True,dentist,False,0.9982,0.998,0.998,0.00019999999999997797
38464,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.4193,0.4436,0.4436,-0.02429999999999999
50763,software engineer,software engineer,M,M→F,3,software engineer,software engineer,True,software engineer,False,0.9767,0.9844,0.9844,-0.00770000000000004
18312,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.647,0.9386,0.9386,-0.29159999999999997
71970,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9139,0.9239,0.9239,-0.010000000000000009
78380,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9949,0.9963,0.9963,-0.0013999999999999568
60161,journalist,journalist,F,F→M,3,journalist,journalist,True,journalist,False,0.9978,0.9975,0.9975,0.00029999999999996696
82402,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9988,0.999,0.999,-0.00019999999999997797
14691,poet,poet,M,M→F,2,poet,poet,True,poet,False,0.9771,0.9612,0.9612,0.015899999999999914
91561,teacher,teacher,F,F→M,7,teacher,teacher,True,teacher,False,0.7809,0.7681,0.7681,0.012800000000000034
6664,photographer,photographer,M,M→F,1,photographer,photographer,True,photographer,False,0.9947,0.9949,0.9949,-0.00019999999999997797
13852,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
84153,psychologist,psychologist,F,F→M,2,psychologist,psychologist,True,psychologist,False,0.9958,0.9969,0.9969,-0.0010999999999999899
52651,surgeon,surgeon,M,M→F,2,surgeon,surgeon,True,surgeon,False,0.8492,0.7092,0.7092,0.1399999999999999
22417,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9993,0.9993,0.9993,0.0
84895,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9284,0.9125,0.9125,0.015900000000000025
11717,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9993,0.9993,0.9993,0.0
59641,nurse,nurse,F,F→M,2,nurse,nurse,True,nurse,False,0.9972,0.9968,0.9968,0.00039999999999995595
52246,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9966,0.9954,0.9954,0.0012000000000000899
94896,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.6579,0.8584,0.8584,-0.2005
39234,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9983,0.9984,0.9984,-9.999999999998899e-05
78969,teacher,teacher,F,F→M,6,teacher,teacher,True,teacher,False,0.9685,0.9517,0.9517,0.016800000000000037
86259,psychologist,psychologist,F,F→M,3,psychologist,psychologist,True,psychologist,False,0.5136,0.6621,0.6621,-0.14850000000000008
85634,architect,architect,M,M→F,2,architect,architect,True,architect,False,0.9967,0.997,0.997,-0.00029999999999996696
82926,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.828,0.6125,0.6125,0.2154999999999999
32501,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.999,0.999,0.999,0.0
34205,poet,poet,F,F→M,5,poet,poet,True,poet,False,0.9875,0.9899,0.9899,-0.0023999999999999577
65797,journalist,journalist,M,M→F,3,journalist,journalist,True,journalist,False,0.9825,0.9909,0.9909,-0.008399999999999963
58689,photographer,photographer,M,M→F,10,photographer,photographer,True,photographer,False,0.9971,0.9968,0.9968,0.00029999999999996696
86967,journalist,journalist,M,M→F,2,journalist,journalist,True,journalist,False,0.9865,0.9907,0.9907,-0.0041999999999999815
86329,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.7213,0.9382,0.9382,-0.21689999999999998
26151,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9951,0.9951,0.9951,0.0
60167,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
25483,software engineer,software engineer,M,M→F,2,software engineer,software engineer,True,teacher,True,0.5226,0.0234,0.7834,0.4992
23270,nurse,nurse,F,F→M,2,nurse,nurse,True,nurse,False,0.9873,0.9915,0.9915,-0.0042000000000000925
52297,physician,physician,M,M→F,3,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
6860,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
199,professor,professor,F,F→M,5,professor,professor,True,professor,False,0.9938,0.9932,0.9932,0.0006000000000000449
76157,nurse,nurse,F,F→M,3,nurse,nurse,True,photographer,True,0.9925,0.0676,0.8694,0.9249
7540,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9993,0.9993,0.9993,0.0
3207,physician,physician,M,M→F,4,physician,physician,True,physician,False,0.9944,0.9983,0.9983,-0.0039000000000000146
38122,physician,physician,M,M→F,3,physician,physician,True,physician,False,0.9995,0.9995,0.9995,0.0
53129,nurse,nurse,M,M→F,3,nurse,nurse,True,nurse,False,0.9935,0.9962,0.9962,-0.0026999999999999247
72555,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
72583,architect,architect,M,M→F,3,architect,architect,True,architect,False,0.9888,0.9854,0.9854,0.0033999999999999586
79884,physician,physician,F,F→M,3,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
76575,teacher,teacher,M,M→F,1,teacher,teacher,True,teacher,False,0.9895,0.9934,0.9934,-0.0038999999999999035
83665,attorney,attorney,F,F→M,1,attorney,attorney,True,attorney,False,0.9994,0.9994,0.9994,0.0
10587,composer,composer,F,F→M,3,composer,composer,True,composer,False,0.9801,0.9821,0.9821,-0.0020000000000000018
47866,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
313,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
87658,teacher,teacher,F,F→M,3,teacher,teacher,True,teacher,False,0.2935,0.2136,0.2136,0.07989999999999997
527,professor,professor,F,F→M,5,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
27434,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9993,0.9993,0.9993,0.0
10082,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.8813,0.8369,0.8369,0.044399999999999995
75175,physician,physician,M,M→F,2,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
86883,dentist,dentist,M,M→F,4,dentist,dentist,True,dentist,False,0.6144,0.8414,0.8414,-0.2270000000000001
70995,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.991,0.9927,0.9927,-0.0017000000000000348
37066,attorney,attorney,M,M→F,3,attorney,attorney,True,attorney,False,0.9992,0.9992,0.9992,0.0
75949,teacher,teacher,M,M→F,3,teacher,teacher,True,teacher,False,0.9971,0.9971,0.9971,0.0
78990,software engineer,software engineer,M,M→F,2,software engineer,software engineer,True,software engineer,False,0.9418,0.9666,0.9666,-0.024800000000000044
82304,dentist,dentist,M,M→F,1,dentist,dentist,True,dentist,False,0.9834,0.9706,0.9706,0.012800000000000034
5058,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
57502,psychologist,psychologist,F,F→M,2,psychologist,psychologist,True,psychologist,False,0.734,0.6465,0.6465,0.08750000000000002
41823,model,model,F,F→M,3,model,model,True,model,False,0.9979,0.9954,0.9954,0.0025000000000000577
28206,attorney,attorney,F,F→M,3,attorney,attorney,True,attorney,False,0.9978,0.9978,0.9978,0.0
39579,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9987,0.9987,0.9987,0.0
69270,physician,physician,M,M→F,2,physician,physician,True,physician,False,0.9509,0.9791,0.9791,-0.028200000000000003
61835,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
62639,journalist,journalist,M,M→F,2,journalist,journalist,True,journalist,False,0.9928,0.9939,0.9939,-0.0010999999999999899
93365,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9991,0.9991,0.9991,0.0
16315,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.982,0.9823,0.9823,-0.00029999999999996696
57070,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9929,0.9932,0.9932,-0.00029999999999996696
57612,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9963,0.9957,0.9957,0.0005999999999999339
47862,photographer,photographer,F,F→M,4,photographer,photographer,True,photographer,False,0.9959,0.9951,0.9951,0.0008000000000000229
5869,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
79826,photographer,photographer,M,M→F,8,photographer,photographer,True,photographer,False,0.9967,0.997,0.997,-0.00029999999999996696
16505,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9977,0.9975,0.9975,0.00019999999999997797
55992,attorney,attorney,M,M→F,1,attorney,attorney,True,professor,True,0.4948,0.4429,0.5217,0.0519
39707,nurse,nurse,F,F→M,3,nurse,nurse,True,nurse,False,0.9915,0.9481,0.9481,0.043399999999999994
82386,architect,architect,F,F→M,1,architect,architect,True,architect,False,0.9523,0.9702,0.9702,-0.017899999999999916
31942,dentist,dentist,F,F→M,1,dentist,dentist,True,dentist,False,0.9304,0.9298,0.9298,0.0006000000000000449
14518,photographer,photographer,F,F→M,5,photographer,photographer,True,photographer,False,0.998,0.9978,0.9978,0.00019999999999997797
6952,professor,professor,M,M→F,6,professor,professor,True,professor,False,0.9945,0.9948,0.9948,-0.00029999999999996696
29369,professor,professor,F,F→M,6,professor,professor,True,professor,False,0.998,0.998,0.998,0.0
56991,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9957,0.9957,0.9957,0.0
45248,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.7665,0.7745,0.7745,-0.008000000000000007
44868,physician,physician,M,M→F,2,physician,physician,True,physician,False,0.9989,0.9988,0.9988,9.999999999998899e-05
89093,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.8903,0.8999,0.8999,-0.009600000000000053
91091,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9925,0.993,0.993,-0.0004999999999999449
