profession,token,weighted_score_unmasked,weighted_score_masked,weighted_score_diff_masked_minus_unmasked,count_topk_unmasked,count_topk_masked,doc_freq_unmasked,doc_freq_masked,mean_attr_unmasked,mean_attr_masked
software engineer,engineering,9.657850846648216,8.010683543980122,-1.6471673026680946,11.0,10.0,10.0,10.0,0.8779864406043832,0.8010683543980122
software engineer,computer,6.36299854516983,3.951761484146118,-2.411237061023712,8.0,5.0,8.0,5.0,0.7953748181462288,0.7903522968292236
software engineer,websphere,2.7915945649147034,0.0,-2.7915945649147034,3.0,0.0,3.0,0.0,0.9305315216382344,0.0
software engineer,engineer,2.8946215510368347,0.0,-2.8946215510368347,5.0,0.0,4.0,0.0,0.5789243102073669,0.0
software engineer,php,2.959811858832836,0.0,-2.959811858832836,3.0,0.0,3.0,0.0,0.9866039529442788,0.0
software engineer,building,3.381414890289306,0.0,-3.381414890289306,5.0,0.0,5.0,0.0,0.6762829780578613,0.0
software engineer,development,12.274874418973925,4.654597923159599,-7.620276495814325,16.0,7.0,12.0,6.0,0.7671796511858702,0.6649425604513713
surgeon,surgery,51.06147736962885,95.6456204354763,44.58414306584746,67.0,97.0,48.0,55.0,0.7621116025317738,0.9860373240770752
surgeon,neurosurgery,0.0,10.556995570659636,10.556995570659636,0.0,8.0,0.0,6.0,0.0,1.319624446332455
surgeon,surgeon,6.953403921797872,16.76474642008543,9.811342498287559,6.0,6.0,6.0,6.0,1.158900653632979,2.794124403347572
surgeon,surgeons,0.0,8.383604535833001,8.383604535833001,0.0,11.0,0.0,8.0,0.0,0.7621458668939092
surgeon,medical,20.005920588970184,22.943894267082214,2.93797367811203,30.0,30.0,23.0,24.0,0.6668640196323394,0.7647964755694071
surgeon,medicine,12.213722195476294,13.86155124939978,1.6478290539234859,21.0,22.0,18.0,19.0,0.5816058188322044,0.6300705113363537
surgeon,surgeries,7.7195056937634945,9.18899443000555,1.469488736242056,8.0,8.0,6.0,6.0,0.9649382117204368,1.1486243037506938
surgeon,surgical,7.214499929919839,8.659780977293849,1.44528104737401,9.0,10.0,8.0,9.0,0.8016111033244265,0.8659780977293849
surgeon,hospital,10.785308815538883,8.75678079482168,-2.0285280207172036,9.0,10.0,9.0,9.0,1.1983676461709871,0.8756780794821679
surgeon,professor,5.248442530632019,0.0,-5.248442530632019,6.0,0.0,6.0,0.0,0.8747404217720032,0.0
surgeon,practices,6.300044208765031,0.0,-6.300044208765031,11.0,0.0,10.0,0.0,0.5727312917059119,0.0
surgeon,practice,16.546157360076904,9.140954196453094,-7.40520316362381,21.0,16.0,20.0,16.0,0.7879122552417573,0.5713096372783184
teacher,teaches,10.250537186861038,26.0788651406765,15.82832795381546,9.0,11.0,9.0,10.0,1.138948576317893,2.3708059218796818
teacher,teaching,20.713140979409214,34.17993610352278,13.466795124113563,28.0,29.0,22.0,23.0,0.7397550349789006,1.1786184863283715
teacher,students,25.33212585002184,38.423007156699896,13.090881306678057,30.0,31.0,25.0,24.0,0.8444041950007279,1.2394518437645128
teacher,teach,0.0,8.26888108253479,8.26888108253479,0.0,6.0,0.0,6.0,0.0,1.3781468470891316
teacher,school,18.570235377177596,26.317566353827715,7.747330976650119,29.0,25.0,26.0,25.0,0.6403529440406067,1.0527026541531086
teacher,teachers,9.827980207279325,14.645107955206186,4.817127747926861,15.0,17.0,12.0,14.0,0.6551986804852883,0.8614769385415403
teacher,schools,6.228945199865848,10.791555210016668,4.56261001015082,8.0,12.0,7.0,10.0,0.778618149983231,0.899296267501389
teacher,education,7.926277507096529,11.076703384518623,3.1504258774220943,18.0,15.0,17.0,14.0,0.4403487503942516,0.7384468923012416
teacher,teacher,20.429857701063156,23.5737666785717,3.143908977508545,28.0,25.0,25.0,22.0,0.7296377750379699,0.942950667142868
teacher,taught,13.736969321966171,16.40089064836502,2.6639213263988495,18.0,15.0,14.0,13.0,0.7631649623314539,1.0933927098910017
teacher,classes,9.653446294367312,0.0,-9.653446294367312,12.0,0.0,8.0,0.0,0.8044538578639427,0.0
